"Model_Number","Estimated_Beta_Yes","Estimated_Beta_No","Estimated_Beta_Intercept","Estimated_Beta_Yes_2","Estimated_Beta_No_2"
112,"-0.100013083680271","-0.358400410636199","-1.99562454187847",-2.09563762555874,-2.35402495251467
113,"-0.255278434505523","-0.361693846271789","-1.95882486634519",-2.21410330085071,-2.32051871261698
114,"-0.205193396482036","-0.417434077304246","-1.88173434332083",-2.08692773980287,-2.29916842062508
115,"-0.309119242947327","-0.353772526888836","-1.89214356790645",-2.20126281085378,-2.24591609479529
116,"-0.170082821117678","-0.489944668209797","-1.75590379502773",-1.92598661614541,-2.24584846323753
117,"-0.311908221838985","-0.493123499386261","-1.70455200208448",-2.01646022392347,-2.19767550147074
118,"-0.131826969670793","-0.605124018280931","-1.598889287852",-1.73071625752279,-2.20401330613293
119,"-0.182733648580584","-0.593281043823104","-1.55436018643229",-1.73709383501287,-2.14764123025539
120,"-0.452234525786818","-0.786998381880494","-1.38813659983519",-1.84037112562201,-2.17513498171568
121,"-0.534938313817971","-0.7362956183425","-1.3859614558511",-1.92089976966907,-2.1222570741936
122,"-0.389507392424522","-0.808686465266567","-1.29582090743602",-1.68532829986054,-2.10450737270259
123,"-0.400366296732241","-0.754418156312926","-1.29002442156357",-1.69039071829581,-2.0444425778765
124,"-0.26865942873849","-0.816916264461972","-1.21554045056021",-1.4841998792987,-2.03245671502218
125,"-0.144234880618782","-0.744062432380843","-1.2172328962484",-1.36146777686718,-1.96129532862924
126,"0.116509267900735","-0.917776372561113","-1.06079367175288",-0.944284403852145,-1.97857004431399
127,"0.28146689137335","-0.844621007704175","-1.05488448771528",-0.77341759634193,-1.89950549541946
128,"0.427932899889549","-0.883613284232428","-0.98936307652884",-0.561430176639291,-1.87297636076127
129,"0.473534292017743","-0.765881492411847","-0.998606071234961",-0.525071779217218,-1.76448756364681
130,"0.623630052285026","-0.723754496296151","-0.97571561428401",-0.352085561998984,-1.69947011058016
131,"0.721328780796051","-0.716000056877938","-0.928849087497089",-0.207520306701038,-1.64484914437503
132,"0.778734692831816","-0.675638968120661","-0.905504406508101",-0.126769713676285,-1.58114337462876
133,"0.734689086470303","-0.569554937107296","-0.912148546471946",-0.177459460001643,-1.48170348357924
134,"0.810393375498485","-0.531689227057866","-0.915535265991876",-0.105141890493391,-1.44722449304974
135,"0.672420330490546","-0.468159089332848","-0.916968490698822",-0.244548160208276,-1.38512758003167
136,"0.842995765980738","-0.524162311941394","-0.93475924374149",-0.091763477760752,-1.45892155568288
137,"0.757690824058407","-0.496651661200944","-0.937443983471703",-0.179753159413296,-1.43409564467265
138,"0.858686389859399","-0.505046900656572","-0.964981759955969",-0.10629537009657,-1.47002866061254
139,"0.737302505461468","-0.505296980135669","-0.964980926908621",-0.227678421447153,-1.47027790704429
140,"0.800844889011748","-0.517992483276814","-0.989281367349222",-0.188436478337474,-1.50727385062604
141,"0.742863320913065","-0.516627027858251","-0.99167200722829",-0.248808686315225,-1.50829903508654
