"Model_Number","Estimated_Beta_Yes","Estimated_Beta_No","Estimated_Beta_Intercept","Estimated_Beta_Yes_2","Estimated_Beta_No_2"
67,"0.301342794571828","-0.0303130181935866","-2.41509685333769",-2.11375405876586,-2.44540987153128
68,"0.245082553365293","0.0557446020773522","-2.64096123392049",-2.3958786805552,-2.58521663184314
69,"0.635276641571221","0.0755432856733706","-2.6589786761461",-2.02370203457488,-2.58343539047273
70,"0.913847057508369","-0.141964183191928","-2.64682522457264",-1.73297816706427,-2.78878940776457
71,"0.584651576352449","-0.126239621397943","-2.65207252832092",-2.06742095196847,-2.77831214971886
72,"0.713972533935513","-0.251416799603665","-2.67997163876725",-1.96599910483174,-2.93138843837091
73,"0.528759332787863","-0.155105784431688","-2.83391066224458",-2.30515132945672,-2.98901644667627
74,"0.55455906787607","-0.265429279173378","-2.81764883413901",-2.26308976626294,-3.08307811331239
75,"0.482620959897003","-0.265429279173369","-2.81764883413902",-2.33502787424202,-3.08307811331239
76,"0.532588753615922","-0.292425498021209","-2.8322199779648",-2.29963122434888,-3.12464547598601
77,"0.490096273812397","-0.292425498021214","-2.83221997796479",-2.34212370415239,-3.124645475986
78,"0.420826866866416","-0.392335335051854","-2.79714784203346",-2.37632097516704,-3.18948317708531
79,"0.687406653049447","-0.7361860753981","-2.67644321209982",-1.98903655905037,-3.41262928749792
80,"0.532454683449322","-0.642494198806537","-2.77930597787342",-2.2468512944241,-3.42180017667996
81,"-0.900610917352822","0.770688496619158","-4.06435244089136",-4.96496335824418,-3.2936639442722
82,"-0.94611487008815","0.829024194572884","-4.08547260871491",-5.03158747880306,-3.25644841414203
83,"-0.501129552481553","0.400394552353868","-3.88545030706739",-4.38657985954894,-3.48505575471352
84,"-0.648814163473742","0.426383387203867","-3.89037479580333",-4.53918895927707,-3.46399140859946
85,"-0.639852495151452","0.426383387203863","-3.89037479580332",-4.53022729095477,-3.46399140859946
86,"-0.791817513838341","0.476907567499519","-3.91449860387608",-4.70631611771442,-3.43759103637656
87,"-0.384163434685676","0.0971293944335507","-3.73316571131546",-4.11732914600114,-3.63603631688191
88,"-0.395764273674437","0.0924194817176661","-3.73680233951518",-4.13256661318962,-3.64438285779751
89,"-0.414248465652674","0.0924194817176743","-3.73680233951519",-4.15105080516786,-3.64438285779752
90,"-0.454687640373474","0.160825291608054","-3.80101070700333",-4.2556983473768,-3.64018541539528
91,"-0.447300349599468","0.160825291608048","-3.80101070700333",-4.2483110566028,-3.64018541539528
92,"-0.393394115354485","0.172269374340659","-3.77533926460434",-4.16873337995882,-3.60306989026368
93,"-0.0707616571289258","-0.137891737101183","-3.62812226679514",-3.69888392392407,-3.76601400389632
94,"-0.128823300371079","-0.156808227804161","-3.60887941552205",-3.73770271589313,-3.76568764332621
95,"0.0479943135090884","-0.328015394824278","-3.52715973906273",-3.47916542555364,-3.85517513388701
96,"0.16985213184672","-0.330758035721149","-3.52468646149029",-3.35483432964357,-3.85544449721144
97,"0.166355706200952","-0.330758035721149","-3.52468646149029",-3.35833075528934,-3.85544449721144
98,"0.196095980895145","-0.332900067875112","-3.51589797525365",-3.31980199435851,-3.84879804312876
99,"0.185381994407764","-0.332900067875112","-3.51589797525365",-3.33051598084589,-3.84879804312876
100,"0.105696196861713","-0.256626404036036","-3.55095306781276",-3.44525687095105,-3.8075794718488
101,"0.141157218103444","-0.256626404036036","-3.55095306781276",-3.40979584970932,-3.8075794718488
102,"0.375122914353898","-0.541907415974514","-3.32261648566982",-2.94749357131592,-3.86452390164433
103,"0.230760976260302","-0.541907415974514","-3.32261648566982",-3.09185550940952,-3.86452390164433
104,"0.109684733304687","-0.501537331366896","-3.23774754604156",-3.12806281273687,-3.73928487740846
105,"0.211788934916866","-0.566909270172959","-3.23091351019696",-3.01912457528009,-3.79782278036992
106,"0.414767600712588","-0.616519403154724","-3.05193804512765",-2.63717044441506,-3.66845744828237
107,"0.0340814471636826","-0.488532607640888","-3.17210888209355",-3.13802743492987,-3.66064148973444
108,"0.139478898091354","-0.420760412977131","-3.11364510825597",-2.97416621016462,-3.5344055212331
109,"-0.0414185722440697","-0.483210306058807","-3.10353699429555",-3.14495556653962,-3.58674730035436
110,"-0.312229566840541","-0.289742888842578","-3.110886903883",-3.42311647072354,-3.40062979272558
111,"-0.997373119309756","-0.280409190375603","-3.09898637920581",-4.09635949851557,-3.37939556958141
112,"-0.783288809585707","-0.498865749594727","-2.8489437588434",-3.63223256842911,-3.34780950843813
113,"-1.11251467465518","-0.501213756819108","-2.82270796328898",-3.93522263794416,-3.32392172010809
114,"-0.96112782328185","-0.656775355299856","-2.60756129512387",-3.56868911840572,-3.26433665042373
115,"-1.15955090747122","-0.566496585773291","-2.62232266962989",-3.78187357710111,-3.18881925540318
116,"-0.685438745747145","-1.03650829444229","-2.15207752390309",-2.83751626965023,-3.18858581834538
117,"-1.17513875865638","-1.04318504843024","-2.04421923596989",-3.21935799462627,-3.08740428440013
118,"-0.667005769378369","-1.41657415482294","-1.69195920328741",-2.35896497266578,-3.10853335811035
119,"-0.809867562866718","-1.39317779161794","-1.60398983092088",-2.4138573937876,-2.99716762253882
120,"-1.48257368847667","-1.75980369240261","-1.28939810268969",-2.77197179116636,-3.0492017950923
121,"-1.70008042176411","-1.60588644034212","-1.28279506645445",-2.98287548821856,-2.88868150679657
122,"-1.34806976582757","-1.72492012348056","-1.13457520256448",-2.48264496839205,-2.85949532604504
123,"-1.40739951361312","-1.58836118396292","-1.11998912131496",-2.52738863492808,-2.70835030527788
124,"-1.16693598349044","-1.6635492929289","-1.03038146607742",-2.19731744956786,-2.69393075900632
125,"-0.966515035872432","-1.53595652511188","-1.03334553568869",-1.99986057156112,-2.56930206080057
126,"-0.7110576390517","-1.65052463504027","-0.930170475296205",-1.64122811434791,-2.58069511033648
127,"-0.536252156214922","-1.55670938147314","-0.922592471961167",-1.45884462817609,-2.47930185343431
128,"-0.365147920373326","-1.6049079079564","-0.841601164105557",-1.20674908447888,-2.44650907206196
129,"-0.263328735742431","-1.4426262448613","-0.854341720668008",-1.11767045641044,-2.29696796552931
130,"-0.0816651642360479","-1.39643924916706","-0.829245190316565",-0.910910354552613,-2.22568443948362
131,"0.0582004299807273","-1.38370853174896","-0.752302876796021",-0.694102446815294,-2.13601140854498
132,"0.168407946103775","-1.35543944138164","-0.735952155921206",-0.567544209817431,-2.09139159730285
133,"0.14068759520207","-1.27832560965853","-0.740781865786323",-0.600094270584253,-2.01910747544485
134,"0.22165718321442","-1.26650992202681","-0.741838664137431",-0.520181480923011,-2.00834858616424
135,"0.452755122064083","-1.14845007208316","-0.744502066105328",-0.291746944041245,-1.89295213818849
136,"0.784238719394729","-1.30134626717926","-0.793073171863503",-0.00883445246877401,-2.09441943904276
137,"0.523332538340625","-1.18659450792412","-0.804271693123165",-0.28093915478254,-1.99086620104729
138,"0.749813523622526","-1.21445831866664","-0.895669609321155",-0.145856085698629,-2.11012792798779
139,"0.268209876543145","-1.04224396657252","-0.896243277779919",-0.628033401236774,-1.93848724435244
140,"0.612365239934114","-1.07937483326586","-0.967315405017255",-0.354950165083141,-2.04669023828311
141,"0.547794787722588","-1.1591055714292","-0.827722797562285",-0.279928009839697,-1.98682836899148
142,"0.489495708997068","-1.07866984981956","-1.000855604216",-0.511359895218932,-2.07952545403556
143,"0.179373744199157","-0.987938311747425","-0.99891094222587",-0.819537198026713,-1.98684925397329
144,"0.211020230171384","-0.937434909297961","-1.04002050539185",-0.829000275220466,-1.97745541468981
145,"0.169129155023141","-0.893171301720983","-0.974106442286158",-0.804977287263017,-1.86727774400714
146,"-0.0782952694971267","-0.911604108039804","-0.930364031312642",-1.00865930080977,-1.84196813935245
147,"-0.0494138996592956","-0.991428272136398","-0.800531720404091",-0.849945620063387,-1.79195999254049
148,"-0.07212743469497","-1.05556149337257","-0.692130337928155",-0.764257772623125,-1.74769183130073
149,"-0.234625956255572","-0.895384694375221","-0.668052171603103",-0.902678127858675,-1.56343686597832
150,"0.457676173341549","-1.53167441816559","-0.339325522408777",0.118350650932772,-1.87099994057437
151,"-0.334455622285913","-1.36486794153098","-0.332897064135936",-0.667352686421849,-1.69776500566692
152,"-0.0792385846030724","-1.42267359126528","-0.348285512836799",-0.427524097439871,-1.77095910410208
153,"1.32494544571506","-2.55957631854814","0.218780907718088",1.54372635343315,-2.34079541083005
154,"1.42521036834337","-2.90105211533982","0.252116661445227",1.6773270297886,-2.64893545389459
155,"1.62146946245837","-2.9946390020442","0.242247841026785",1.86371730348516,-2.75239116101742
156,"1.85839754479773","-3.25503153734397","0.140882876795941",1.99928042159367,-3.11414866054803
157,"2.1469119012781","-3.36072351697832","0.0987385654533292",2.24565046673143,-3.26198495152499
158,"0.731462781547365","-1.96480490119808","-0.754299198359615",-0.02283641681225,-2.7191040995577
159,"1.1824261629686","-2.11300058420435","-0.766621575252921",0.415804587715679,-2.87962215945727
160,"1.15920369710113","-2.09310412502759","-0.809928806293327",0.349274890807803,-2.90303293132092
161,"1.78270732848127","-2.45288720031976","-0.803474059513615",0.979233268967655,-3.25636125983337
162,"1.99789624920188","-2.5662383896652","-0.700849689780493",1.29704655942139,-3.26708807944569
163,"1.69958138706077","-2.5741225578548","-0.736526975557537",0.963054411503233,-3.31064953341234
164,"1.71705177759554","-2.55455819418772","-0.654017015381516",1.06303476221402,-3.20857520956924
165,"1.76456760617986","-2.60826296009122","-0.702152522725636",1.06241508345422,-3.31041548281686
166,"1.79773683115569","-2.66126254102346","-0.635159961900225",1.16257686925546,-3.29642250292369
167,"1.64473479208776","-2.59221965025278","-0.76171560604551",0.88301918604225,-3.35393525629829
168,"1.70116389107883","-2.49924757725133","-0.7123554730863",0.98880841799253,-3.21160305033763
169,"1.58392859730153","-2.39856263811641","-0.81616273280923",0.7677658644923,-3.21472537092564
170,"1.65637994962626","-2.50022939542839","-0.706796417791785",0.949583531834475,-3.20702581322017
171,"1.46129792953547","-2.33873230231815","-0.814658528111882",0.646639401423588,-3.15339083043003
172,"1.41472680958669","-2.38012856618937","-0.622847315791089",0.791879493795601,-3.00297588198046
173,"1.43391661860554","-2.36036127860533","-0.694752485469437",0.739164133136103,-3.05511376407477
174,"0.768184950847675","-1.8090106558115","-0.650405988944154",0.117778961903521,-2.45941664475565
175,"0.638164075099356","-1.78806507514374","-0.691480645395113",-0.053316570295757,-2.47954572053885
176,"0.662704406054892","-2.01899372839493","-0.481767337324304",0.180937068730588,-2.50076106571923
177,"0.46098321521913","-1.96962740461427","-0.523013129183709",-0.062029913964579,-2.49264053379798
178,"0.168124915777815","-1.94528911023992","-0.383264984689588",-0.215140068911773,-2.32855409492951
179,"0.0632504734176888","-1.9377116307484","-0.429114196629668",-0.365863723211979,-2.36682582737807
180,"-0.330274358449566","-1.89332175630574","-0.360605775768413",-0.690880134217979,-2.25392753207415
181,"-0.108948319667612","-1.96933716079293","-0.376365842692818",-0.48531416236043,-2.34570300348575
182,"-0.645022834685561","-1.72399128112096","-0.374791666019594",-1.01981450070515,-2.09878294714055
183,"-0.362236307605746","-1.76760317898593","-0.384976793367212",-0.747213100972958,-2.15257997235314
184,"-0.672852641106814","-1.62290175221179","-0.342944447890009",-1.01579708899682,-1.9658462001018
185,"-0.301689222973348","-1.63315880559599","-0.342251208771116",-0.643940431744464,-1.97541001436711
186,"-0.716996014847034","-1.55659901950691","-0.311538181739052",-1.02853419658609,-1.86813720124596
187,"-0.662878510676427","-1.24664500723825","-0.279429336179283",-0.94230784685571,-1.52607434341753
188,"-0.356991338334197","-1.24768649333659","-0.269351721889561",-0.626343060223758,-1.51703821522615
189,"-0.40224721271768","-1.10279041880199","-0.186013291187941",-0.588260503905621,-1.28880370998993
190,"0.0389836773792818","-1.10776093250334","-0.170571417482816",-0.131587740103534,-1.27833234998616
191,"0.037995394475477","-0.956061314532207","-0.0975664042193651",-0.0595710097438881,-1.05362771875157
192,"0.313930339294147","-0.91920171402206","-0.0998474811952285",0.214082858098918,-1.01904919521729
193,"0.29561420454681","-0.912499060442008","0.0737157609178784",0.369329965464688,-0.83878329952413
194,"0.748089631215735","-0.893434401119747","0.0440161153810075",0.792105746596742,-0.84941828573874
195,"0.836587909623347","-1.02308458910375","0.150504133704013",0.98709204332736,-0.872580455399737
196,"0.850953181948453","-0.99368380642889","0.176755154036879",1.02770833598533,-0.816928652392011
197,"0.942523873382227","-0.995066714558105","0.184153068448122",1.12667694183035,-0.810913646109983
198,"0.815497398546753","-0.891971015187155","0.198610631658863",1.01410803020562,-0.693360383528292
199,"0.834065221291558","-0.867087305576255","0.144399789616287",0.978465010907845,-0.722687515959968
200,"0.740982805810904","-0.81993184790827","0.150007955352536",0.89099076116344,-0.669923892555734
201,"-0.416257007576704","0.350274560996763","-0.446718390287049",-0.862975397863753,-0.096443829290286
202,"0.616400540584999","0.0652400586761882","-0.390830814818052",0.225569725766947,-0.325590756141864
203,"0.213573406323628","0.241198524817205","-0.39366044063869",-0.180087034315062,-0.152461915821485
204,"0.0764786878620077","0.131223377506514","-0.43133642770847",-0.354857739846462,-0.300113050201956
205,"-1.12389837425935","1.13822654697866","-0.668025276740489",-1.79192365099984,0.470201270238171
206,"-1.19556058910872","1.0769145328761","-0.734074201399906",-1.92963479050863,0.342840331476194
207,"-2.02212018796908","1.59574204939478","-0.676975982379694",-2.69909617034877,0.918766067015086
208,"-2.00116723399364","1.27464618558347","-0.647283825741965",-2.64845105973561,0.627362359841505
209,"0.780229545695624","-1.64733227603076","0.975048405459596",1.75527795115522,-0.672283870571164
210,"0.457318238621961","-1.87933941791128","1.03201636359027",1.48933460221223,-0.84732305432101
211,"0.717733153549787","-2.23013850354012","1.31532958550188",2.03306273905167,-0.91480891803824
212,"-0.430878782171886","-2.46180620662845","1.38454540370678",0.953666621534894,-1.07726080292167
213,"-0.466526463355197","-2.56194007992722","1.45247631011077",0.985949846755573,-1.10946376981645
214,"-1.83747143431551","-2.5565780694394","1.37188514360436",-0.46558629071115,-1.18469292583504
215,"-1.95657308543702","-2.53844186533129","1.35502031418765",-0.60155277124937,-1.18342155114364
216,"-2.01751737656844","-2.52770086196952","1.32294010479276",-0.69457727177568,-1.20476075717676
217,"-1.81652691855205","-2.6990676196578","1.44399421391774",-0.37253270463431,-1.25507340574006
218,"-2.63615092587161","-2.6354223727636","1.44601628431938",-1.19013464155223,-1.18940608844422
219,"-2.36938069668162","-2.63982058225881","1.45615367367631",-0.91322702300531,-1.1836669085825
220,"-2.80071706827197","-2.62061927754823","1.45565658126602",-1.34506048700595,-1.16496269628221
221,"-2.6899949626915","-2.68446868281192","1.50035575525691",-1.18963920743459,-1.18411292755501
222,"-3.00151954574084","-2.59743072923456","1.46893390056551",-1.53258564517533,-1.12849682866905
223,"-3.53121671008217","-2.06903089749138","1.05254757314775",-2.47866913693442,-1.01648332434363
224,"-3.29302675033316","-1.91780041195087","0.989313543667201",-2.30371320666596,-0.928486868283669
225,"-2.24101132186448","-2.29532339722915","1.06440494035645",-1.17660638150803,-1.2309184568727
226,"-1.79660789656296","-2.14696553683277","1.00470992590111",-0.79189797066185,-1.14225561093166
227,"-2.57021398138392","-1.2668993279325","0.363017047103048",-2.20719693428087,-0.903882280829452
228,"-1.92467424374188","-1.31724036762095","0.413192353212607",-1.51148189052927,-0.904048014408343
229,"-2.13617015789651","-0.714802011371437","-0.0862260851730357",-2.22239624306955,-0.801028096544473
230,"-0.648813761953709","-0.61655301397885","-0.117719791385672",-0.766533553339381,-0.734272805364522
231,"-0.35432594070719","-0.377663069216644","-0.328388954619589",-0.682714895326779,-0.706052023836233
232,"0.296803759849064","-0.394473056182584","-0.323733994560474",-0.02693023471141,-0.718207050743058
233,"0.527945868684836","-0.54053172226089","-0.261482297774216",0.26646357091062,-0.802014020035106
234,"0.919770202686036","-0.806245092239447","-0.134021193856713",0.785749008829323,-0.94026628609616
235,"0.383167224744787","-0.760183119483323","-0.227009391973575",0.156157832771212,-0.987192511456898
236,"0.625367536029472","-0.886572395771209","-0.180718675881964",0.444648860147508,-1.06729107165317
237,"0.466809391362732","-0.802548158101063","-0.273559818246454",0.193249573116278,-1.07610797634752
238,"0.283150275318002","-0.832681108018108","-0.297001432085447",-0.013851156767445,-1.12968254010356
239,"0.164720237031029","-0.780238993990088","-0.339724819497918",-0.175004582466889,-1.11996381348801
240,"0.229121569796023","-0.799111690434518","-0.329325459720559",-0.100203889924536,-1.12843715015508
241,"0.0285538118668894","-0.589523317889616","-0.500055328512698",-0.471501516645809,-1.08957864640231
242,"-0.132319305339108","-0.567740869575281","-0.512793969434091",-0.645113274773199,-1.08053483900937
243,"-0.00861105909080472","-0.643617790747009","-0.468420222319934",-0.477031281410739,-1.11203801306694
244,"-0.00965828856897253","-0.64361779074701","-0.468420222319933",-0.478078510888906,-1.11203801306694
245,"3.5051589981136","-0.746938264336577","-0.38538369744237",3.11977530067123,-1.13232196177895
246,"2.91542957898494","-0.144052574096601","-0.924267340954391",1.99116223803055,-1.06831991505099
247,"2.34889997235641","0.555773552025479","-1.52180011424124",0.82709985811517,-0.966026562215761
248,"2.41506732355848","0.454762936323346","-1.47476769842408",0.9402996251344,-1.02000476210073
249,"2.06222393528037","0.59440503518615","-1.6626656451302",0.39955829015017,-1.06826060994405
