"Model_Number","Estimated_Beta_Yes","Estimated_Beta_No","Estimated_Beta_Intercept","Estimated_Beta_Yes_2","Estimated_Beta_No_2"
96,"-1.25742983919799","1.76867015127762","-1.21726350034026",-2.47469333953825,0.55140665093736
97,"-1.20452626976304","1.76867015127763","-1.21726350034026",-2.4217897701033,0.55140665093737
98,"-1.23904327470992","1.76956516655996","-1.22093563452172",-2.45997890923164,0.54862953203824
99,"-1.26410860487975","1.76956516655995","-1.22093563452172",-2.48504423940147,0.54862953203823
100,"-0.831395291476356","1.35975543686329","-1.03258860511387",-1.86398389659023,0.32716683174942
101,"-1.04185151078833","1.35975543686329","-1.03258860511387",-2.0744401159022,0.32716683174942
102,"-1.0015623651921","1.14701612517065","-0.862313804876492",-1.86387617006859,0.284702320294158
103,"-0.768718227170348","1.14701612517065","-0.862313804876493",-1.63103203204684,0.284702320294157
104,"-0.878079734853704","1.1359300767494","-0.885619705355129",-1.76369944020883,0.250310371394271
105,"-0.849183079994815","1.09767301797221","-0.881620281202082",-1.7308033611969,0.216052736770128
106,"-0.132280207602384","1.09104451064783","-0.857707017725629",-0.989987225328013,0.233337492922201
107,"-0.472642629747066","1.39022246833808","-1.13861463349213",-1.6112572632392,0.25160783484595
108,"-0.2735708117863","1.44197004723157","-1.09397451575533",-1.36754532754163,0.34799553147624
109,"-0.541180540142316","1.47549963485992","-1.09940160099229",-1.64058214113461,0.37609803386763
110,"-0.778717957972781","1.73514769215924","-1.10926574128613",-1.88798369925891,0.62588195087311
111,"-2.16454054093953","1.74433184811701","-1.09755588425556",-3.26209642519509,0.64677596386145
112,"-1.70195382882712","1.27898775634698","-0.56492891030588",-2.266882739133,0.7140588460411
113,"-2.52357451859771","1.28014951793629","-0.577910020084276",-3.10148453868199,0.702239497852014
114,"-2.2152634896949","0.973508411779748","-0.15381555874967",-2.36907904844457,0.819692853030078
115,"-2.4590457432126","1.01482103432833","-0.160570536652707",-2.61961627986531,0.854250497675623
116,"-1.82740738355145","0.383777052320645","0.470786861058846",-1.3566205224926,0.854563913379491
117,"-2.43806498750385","0.385544031598897","0.442242547443322",-1.99582244006053,0.827786579042219
118,"-2.05155184849373","-0.0778167482231847","0.879383001327489",-1.17216884716624,0.801566253104304
119,"-2.16806822628226","-0.0766531151577206","0.883758214241431",-1.28431001204083,0.80710509908371
120,"-2.04504653197836","-0.640125093236454","1.36725821523494",-0.67778831674342,0.727133121998486
121,"-2.30628146290901","-0.448445153229427","1.37548126737816",-0.93080019553085,0.927036114148733
122,"-1.86719114793247","-0.56976912478445","1.52655298150434",-0.34063816642813,0.95678385671989
123,"-1.82007182514094","-0.549915561695191","1.52867357269621",-0.29139825244473,0.978758011001019
124,"-1.72646365263884","-0.644104521804915","1.64092605491404",-0.0855375977247999,0.996821533109125
125,"-1.53492391212137","-0.529859836598002","1.63827207063683",0.10334815851546,1.10841223403883
126,"-1.15830049804391","-0.805493292265878","1.88649558111019",0.72819508306628,1.08100228884431
127,"-0.822123909542369","-0.77832654435775","1.88868999724639",1.06656608770402,1.11036345288864
128,"-0.76413443057196","-0.812055533827545","1.94536714422837",1.18123271365641,1.13331161040082
129,"-0.497930128110849","-0.892145777486068","1.95165494199905",1.4537248138882,1.05950916451298
130,"-0.676656706942544","-0.825942786892322","1.98762752124606",1.31097081430352,1.16168473435374
131,"-0.445369051866812","-0.835312336775973","1.93099953862592",1.48563048675911,1.09568720184995
132,"-0.625763817973051","-0.79058403402701","1.95687019749572",1.33110637952267,1.16628616346871
133,"-0.251318098743551","-1.07558371672515","1.97471998849074",1.72340188974719,0.89913627176559
134,"-0.490824104748773","-1.05565765364223","1.97293779592892",1.48211369118015,0.91728014228669
135,"-0.0720080576530986","-1.06495493519133","1.97314754037621",1.90113948272311,0.90819260518488
136,"0.00691475575849832","-1.15323320708208","1.94510385179743",1.95201860755593,0.79187064471535
137,"0.0620154635318879","-1.2910988086155","1.95855803219318",2.02057349572507,0.66745922357768
138,"-0.0903227323357926","-1.30876103469014","1.90062300408246",1.81030027174667,0.59186196939232
139,"-0.587770685490759","-0.949195568828936","1.89942524463839",1.31165455914763,0.950229675809454
140,"-0.0168383932942384","-0.952675180024528","1.89276492691212",1.87592653361788,0.940089746887592
141,"0.162510534559627","-1.13625625164908","2.21417873867127",2.3766892732309,1.07792248702219
142,"0.192267445228081","-1.11303053743343","2.16418685685279",2.35645430208087,1.05115631941936
143,"-0.100766224688442","-0.865712615154371","2.16948765713848",2.06872143245004,1.30377504198411
144,"0.168984554373309","-0.94070970329827","2.2305349803441",2.39951953471741,1.28982527704583
145,"0.0411282950786394","-0.833606039001016","2.39002576913854",2.43115406421718,1.55641973013752
146,"-0.525260438506418","-0.860168326362966","2.45306003912903",1.92779960062261,1.59289171276606
147,"-0.50044252392698","-0.956216764528072","2.60928078791185",2.10883826398487,1.65306402338378
148,"-0.570337142787401","-0.993015284618289","2.67147960428127",2.10114246149387,1.67846431966298
149,"-0.717611727205349","-0.847126037924706","2.69341003096549",1.97579830376014,1.84628399304078
150,"-0.510172713587405","-1.00439625949472","2.77466061701423",2.26448790342682,1.77026435751951
151,"-1.1020070897791","-0.517603344739833","2.79342084745104",1.69141375767194,2.27581750271121
152,"-0.284579244575646","-0.827145171420968","2.71101768197243",2.42643843739678,1.88387251055146
153,"2.06026682429976","-2.52505031589293","3.55790191367672",5.61816873797648,1.03285159778379
154,"2.39747245258142","-3.33826925892721","3.6372904579482",6.03476291052962,0.29902119902099
155,"2.42692460402673","-3.18160225476647","3.65381113284191",6.08073573686864,0.47220887807544
156,"2.98800378689327","-3.57965617587191","3.4988576837027",6.48686147059597,-0.08079849216921
157,"3.2007431936949","-3.52885818873015","3.51911320539022",6.71985639908512,-0.0097449833399299
158,"1.68240888544963","-1.98584362258044","2.57618596009129",4.25859484554092,0.59034233751085
159,"2.12280762888383","-2.09437729949961","2.56716145380687",4.6899690826907,0.47278415430726
160,"2.13224562383247","-2.10492626917053","2.59012265824622",4.72236828207869,0.48519638907569
161,"2.58997720343826","-2.68907982756453","2.60060276017108",5.19057996360934,-0.0884770673934496
162,"3.06244886333234","-2.85874120197482","2.7542084851525",5.81665734848484,-0.10453271682232
163,"2.5338867735083","-2.88523957588414","2.63429855478896",5.16818532829726,-0.25094102109518
164,"2.74169731195264","-2.88159499086672","2.64966908100505",5.39136639295769,-0.23192590986167
165,"2.88379329890043","-3.02456114353505","2.52152871625432",5.40532201515475,-0.50303242728073
166,"2.78046296377385","-2.98048489127275","2.46581542647541",5.24627839024926,-0.51466946479734
167,"2.71431825950645","-2.88169223162715","2.28472844505393",4.99904670456038,-0.59696378657322
168,"2.90059647944591","-2.83992793254826","2.30690167717548",5.20749815662139,-0.53302625537278
169,"2.78062246626292","-2.7229164070229","2.18626153054431",4.96688399680723,-0.53665487647859
170,"2.84029621671284","-2.81561812642245","2.28598385586053",5.12628007257337,-0.52963427056192
171,"2.58394373701695","-2.59235340500473","2.13686783433743",4.72081157135438,-0.4554855706673
172,"2.53076398761139","-2.64458544039782","2.37888701901306",4.90965100662445,-0.26569842138476
173,"2.55880048936339","-2.62401047999951","2.30404387160217",4.86284436096556,-0.31996660839734
174,"1.97720563237269","-2.14705262838625","2.34240677323833",4.31961240561102,0.19535414485208
175,"1.85882705227451","-2.11916512345938","2.28771887977215",4.14654593204666,0.16855375631277
176,"1.83056428074339","-2.27277509876439","2.42721675333766",4.25778103408105,0.15444165457327
177,"1.5526811478044","-2.11233418096671","2.29316762440886",3.84584877221326,0.18083344344215
178,"1.15433282531007","-2.09662132483841","2.38338933242411",3.53772215773418,0.2867680075857
179,"1.08470077461891","-2.08988500889289","2.34262976615575",3.42733054077466,0.25274475726286
180,"0.819822002203608","-2.07413183992531","2.36694217395323",3.18676417615684,0.29281033402792
181,"1.02781464717199","-2.23137777789035","2.33434080160459",3.36215544877658,0.10296302371424
182,"0.272777337103143","-1.84457131923849","2.33682261097948",2.60959994808262,0.49225129174099
183,"0.699969360889186","-1.94889087455825","2.31245981073932",3.01242917162851,0.36356893618107
184,"0.349833518130859","-1.81510996140053","2.3513200050405",2.70115352317136,0.53621004363997
185,"0.720334135830891","-1.90293315652683","2.35725567409936",3.07758980993025,0.45432251757253
186,"0.416492972081318","-1.80792033021","2.39537139583957",2.81186436792089,0.58745106562957
187,"0.580089127663265","-1.64726980038697","2.41201355192404",2.99210267958731,0.76474375153707
188,"0.778087916906115","-1.65253909465914","2.46300022888319",3.2410881457893,0.81046113422405
189,"0.856613021177163","-1.56051158511373","2.51593077411381",3.37254379529097,0.95541918900008
190,"1.21472308814109","-1.58351785843609","2.58740426526881",3.8021273534099,1.00388640683272
191,"1.46323856829788","-1.55404496440032","2.60158801239204",4.06482658068992,1.04754304799172
192,"1.08701331379771","-1.08136688127288","2.57233606507047",3.65934937886818,1.49096918379759
193,"1.33951296419855","-1.0792130624895","2.62810856867725",3.9676215328758,1.54889550618775
194,"1.55432998650983","-1.1184271025622","2.68919767971467",4.2435276662245,1.57077057715247
195,"1.65524661851533","-1.09628208247376","2.67100889540506",4.32625551392039,1.5747268129313
196,"1.52962026744573","-0.99157479305899","2.76449869170824",4.29411895915397,1.77292389864925
197,"1.82855461880758","-0.983279698907644","2.72012380138221",4.54867842018979,1.73684410247457
198,"1.89539579904888","-0.829408231593569","2.74170187378093",4.63709767282981,1.91229364218736
199,"1.93488308414039","-0.805826980621938","2.69032852585256",4.62521160999295,1.88450154523062
200,"1.87348886426989","-0.781386648742946","2.69323519750001",4.5667240617699,1.91184854875706
201,"1.44903980701408","-0.366863965316838","2.48185658584378",3.93089639285786,2.11499262052694
202,"2.38705723650693","-0.708346461302481","2.54881208986299",4.93586932636992,1.84046562856051
203,"1.61759689232743","-0.297218183148695","2.54220064787346",4.15979754020089,2.24498246472477
204,"1.17949609789232","-0.452047836687189","2.48915811810757",3.66865421599989,2.03711028142038
205,"-0.68482913899683","1.1200098291838","2.11965727558092",1.43482813658409,3.23966710476472
206,"-0.794877055545309","1.013143877154","2.00453495709918",1.20965790155387,3.01767883425318
207,"-2.05776077497745","1.69896088231483","2.08001077193493",0.0222499969574801,3.77897165424976
208,"-1.99459413778975","1.23699181842148","2.12272965857549",0.12813552078574,3.35972147699697
209,"0.830802461555077","-1.80918560638349","3.81401927043988",4.64482173199496,2.00483366405639
210,"0.605053909055746","-2.1578876455053","3.89964095865068",4.50469486770643,1.74175331314538
211,"0.577121077048388","-2.25931172598709","3.98155332444036",4.55867440148875,1.72224159845327
212,"0.192870474034427","-2.57302404534365","4.07528177504335",4.26815224907778,1.5022577296997
213,"-0.328136278502707","-2.25411299249431","3.85893224047909",3.53079596197638,1.60481924798478
214,"-0.435655489446682","-2.25149188959807","3.81953699117452",3.38388150172784,1.56804510157645
215,"-0.381654503559268","-2.34896258429218","3.91017484622651",3.52852034266724,1.56121226193433
216,"-0.547184864283927","-2.34057254134335","3.8851162622595",3.33793139797557,1.54454372091615
217,"0.121382234998788","-2.98777636095936","4.34230342541054",4.46368566040933,1.35452706445118
218,"-1.13782121204496","-2.88496891115487","4.34556971647644",3.20774850443148,1.46060080532157
219,"-0.809999755370594","-2.91156705074927","4.40687550410026",3.59687574872967,1.49530845335099
220,"-1.35735144394525","-2.90411267025869","4.40668252159093",3.04933107764568,1.50256985133224
221,"-1.23021244346934","-3.01229010716354","4.48241450459264",3.2522020611233,1.4701243974291
222,"-1.4604865497612","-2.89154953526812","4.43882555805241",2.97833900829121,1.54727602278429
223,"-2.25083120789268","-2.10087822756507","3.81576570407221",1.56493449617953,1.71488747650714
224,"-1.85197469206397","-1.76190698444501","3.67403159865091",1.82205690658694,1.9121246142059
225,"-0.800480485514444","-2.06119814823059","3.7335622560726",2.93308177055816,1.67236410784201
226,"-0.352648223330628","-1.9101354944215","3.67277890911206",3.32013068578143,1.76264341469056
227,"-0.730984189292489","-1.45135273655911","3.33826131752823",2.60727712823574,1.88690858096912
228,"-0.0309396721107437","-1.55747666159906","3.44403585967876",3.41309618756802,1.8865591980797
229,"0.140871907492079","-1.30285968575629","3.23295963728563",3.37383154477771,1.93009995152934
230,"0.99744080520991","-1.13002261873287","3.17755673286984",4.17499753807975,2.04753411413697
231,"1.72783399627057","-1.21952536519302","3.25648625299955",4.98432024927012,2.03696088780653
232,"1.93845217495447","-1.48199155666733","3.32916743000798",5.26761960496245,1.84717587334065
233,"3.23977944838438","-1.81190616031574","3.46978040712957",6.70955985551395,1.65787424681383
234,"3.82280051403067","-2.1082145442505","3.6119177550522",7.43471826908287,1.5037032108017
235,"3.03458588394314","-2.07752727548186","3.54996743774748",6.58455332169062,1.47244016226562
236,"3.27935215663052","-2.23702290684753","3.60838352498405",6.88773568161457,1.37136061813652
237,"3.09791267373991","-2.16522907393498","3.52905615889128",6.62696883263119,1.3638270849563
238,"2.96084929275423","-2.21689456725018","3.48886352768756",6.44971282044179,1.27196896043738
239,"2.70835101402621","-2.08250626638173","3.3793804614893",6.08773147551551,1.29687419510757
240,"2.11054707543939","-1.35078285604863","2.97618132012779",5.08672839556718,1.62539846407916
241,"1.47323023731864","-0.783460570728245","2.51404280471537",3.98727304203401,1.73058223398712
242,"1.4176041255856","-1.00974618932339","2.64637738893481",4.06398151452041,1.63663119961142
243,"1.6415691950265","-1.73011384573262","3.06765716308874",4.70922635811524,1.33754331735612
244,"1.62328735319324","-1.73011384573263","3.06765716308874",4.69094451628198,1.33754331735611
245,"1.34796883295452","-0.913361607185276","2.41125030374398",3.7592191366985,1.4978886965587
246,"1.99739646320715","-1.51503167434576","2.94904737412145",4.9464438373286,1.43401569977569
247,"-0.127631216235129","-0.0741150394163203","1.7187490459988",1.59111782976367,1.64463400658248
248,"-0.747777771956479","0.470723057442309","1.46506232459465",0.717284552638171,1.93578538203696
249,"-1.82676683214909","0.628193935067672","1.25317454280983",-0.57359228933926,1.8813684778775
