"Model_Number","Estimated_Beta_Yes","Estimated_Beta_No","Estimated_Beta_Intercept","Estimated_Beta_Yes_2","Estimated_Beta_No_2"
161,"1.37762125121095","-1.60386135469239","1.38543621572748",2.76305746693843,-0.21842513896491
162,"1.35336761326182","-1.56078060736293","1.34643235023786",2.69979996349968,-0.21434825712507
163,"1.4087098510524","-1.55886824922552","1.35508611638487",2.76379596743727,-0.20378213284065
164,"1.39099710083165","-1.56599172971326","1.32504383638232",2.71604093721397,-0.24094789333094
165,"1.39596479273888","-1.56838920281589","1.32289498455889",2.71885977729777,-0.245494218257
166,"1.34474055169918","-1.5148157747064","1.25517706909386",2.59991762079304,-0.25963870561254
167,"1.40983580994183","-1.5201473400307","1.26494983029183",2.67478564023366,-0.25519750973887
168,"1.44756043718924","-1.5613924341628","1.24305225110971",2.69061268829895,-0.31834018305309
169,"1.45012986794434","-1.5486760316446","1.22994150276652",2.68007137071086,-0.31873452887808
170,"1.36740473081952","-1.47322240365184","1.14877352351306",2.51617825433258,-0.32444888013878
171,"1.35205928514884","-1.44267276332785","1.12836975889164",2.48042904404048,-0.31430300443621
172,"1.32733969635722","-1.44947547803067","1.15989040428803",2.48723010064525,-0.28958507374264
173,"1.32665217945892","-1.44204445454963","1.13285943192946",2.45951161138838,-0.30918502262017
174,"1.05500404813289","-1.21114247020047","1.15143145057475",2.20643549870764,-0.05971101962572
175,"1.00050925612739","-1.19842329490582","1.12648892146302",2.12699817759041,-0.0719343734428
176,"0.967252831427574","-1.256739509079","1.1794476427661",2.14670047419367,-0.0772918663128999
177,"0.839962814790809","-1.1781138793972","1.11375556548931",1.95371838028012,-0.0643583139078898
178,"0.635936520996922","-1.1722960306044","1.14716109347068",1.7830976144676,-0.0251349371337199
179,"0.605894793072567","-1.16449630189496","1.09996711358929",1.70586190666186,-0.06452918830567
180,"0.386812490390718","-1.17040281781917","1.09085138429651",1.47766387468723,-0.0795514335226601
181,"0.478964345551958","-1.27366348787145","1.06944263061479",1.54840697616675,-0.20422085725666
182,"0.179769144765676","-1.2269827180547","1.06974214157064",1.24951128633632,-0.15724057648406
183,"0.298006648883123","-1.32119482170775","1.04773983668668",1.3457464855698,-0.27345498502107
184,"0.0855336197807469","-1.31556033811506","1.04937652103896",1.13491014081971,-0.2661838170761
185,"0.228883915111673","-1.41933372161906","1.05639020871807",1.28527412382974,-0.36294351290099
186,"0.121480430643055","-1.45370561010221","1.04260144579104",1.16408187643409,-0.41110416431117
187,"0.0537323512731532","-1.40666455550787","1.04747453630496",1.10120688757811,-0.35919001920291
188,"0.100107313389005","-1.40080631249238","0.990789081146998",1.090896394536,-0.410017231345382
189,"-0.00830818804570753","-1.37413035242002","1.00613202716559",0.997823839119882,-0.36799832525443
190,"-0.0519923503931591","-1.3430384454845","0.909538932568743",0.857546582175584,-0.433499512915757
191,"-0.243420337098748","-1.33685021017678","0.912517003355996",0.669096666257248,-0.424333206820784
192,"-0.0902478269327298","-1.52224228251058","0.923990095355236",0.833742268422506,-0.598252187155344
193,"-0.251275779286305","-1.52221699587664","0.924644885299961",0.673369106013656,-0.597572110576679
194,"-0.396692791353304","-1.46449172949369","0.83471828755093",0.438025496197626,-0.62977344194276
195,"-0.625920553317497","-1.31561029685185","0.712434710691968",0.086514157374471,-0.603175586159882
196,"-0.707160371472393","-1.32740226596573","0.701906037887698",-0.00525433358469496,-0.625496228078032
197,"-0.691463151513424","-1.29941582316719","0.552191603410881",-0.139271548102543,-0.747224219756309
198,"-0.383813071449959","-1.26210114324595","0.557424405040257",0.173611333590298,-0.704676738205693
199,"-0.45056037013349","-1.18141697989672","0.38164850574483",-0.06891186438866,-0.79976847415189
200,"-0.586770771765794","-1.1966384648249","0.379838225144227",-0.206932546621567,-0.816800239680673
201,"-2.52079934132768","0.723617281467627","-0.599362696555342",-3.12016203788302,0.124254584912285
202,"-1.33588278280924","0.440166354515419","-0.543785617490079",-1.87966840029932,-0.10361926297466
203,"-1.34563957191039","0.323963785713205","-0.541916939066593",-1.88755651097698,-0.217953153353388
204,"-1.1440008288377","0.248182738803368","-0.567878493229766",-1.71187932206747,-0.319695754426398
205,"-1.47866859695661","0.479649965761578","-0.622283199389816",-2.10095179634643,-0.142633233628238
206,"-1.46469275508121","0.435738820280199","-0.669586880113085",-2.1342796351943,-0.233848059832886
207,"-1.85236071983072","0.671146916825526","-0.643679651549212",-2.49604037137993,0.0274672652763139
208,"-1.87572775251698","0.550517795513784","-0.632524918123045",-2.50825267064002,-0.082007122609261
209,"-0.282508698753976","-1.07448282425778","0.269703115317525",-0.012805583436451,-0.804779708940255
210,"-0.684849484963669","-0.986991552416901","0.248220159790245",-0.436629325173424,-0.738771392626656
211,"-0.605951577624161","-1.04010293628785","0.291114106499623",-0.314837471124538,-0.748988829788227
212,"-1.34690485316892","-0.950993599228015","0.264490733487023",-1.0824141196819,-0.686502865740992
213,"-1.37757014141986","-0.837588967959291","0.187556933378156",-1.1900132080417,-0.650032034581135
214,"-2.20439000146097","-0.839305418007737","0.213355225262992",-1.99103477619798,-0.625950192744745
215,"-2.13284277288716","-0.83262525272133","0.207143349428385",-1.92569942345878,-0.625481903292945
216,"-2.18204698716039","-0.845298477804269","0.244994535269771",-1.93705245189062,-0.600303942534498
217,"-2.11178648357706","-0.937110101183728","0.309850604354856",-1.8019358792222,-0.627259496828872
218,"-2.83315602263041","-0.830624290249113","0.313233760474016",-2.51992226215639,-0.517390529775097
219,"-2.49331931869663","-0.83717468743837","0.328331705858912",-2.16498761283772,-0.508842981579458
220,"-2.91086297510852","-0.739956677545902","0.325814880279122",-2.5850480948294,-0.41414179726678
221,"-2.54768305843703","-0.965913978939875","0.484001235936006",-2.06368182250102,-0.481912743003869
222,"-3.21119507736731","-0.739721669577195","0.402342814695784",-2.80885226267153,-0.337378854881411
223,"-3.46258349181103","-0.458194033721243","0.180495169563228",-3.2820883222478,-0.277698864158015
224,"-3.67087600873149","-0.138239825431498","0.0467126602556023",-3.62416334847589,-0.0915271651758957
225,"-2.51733676747742","-0.387192074693633","0.0962306309090862",-2.42110613656833,-0.290961443784547
226,"-2.33013555108671","-0.0965345295622847","-0.0207217591551352",-2.35085731024185,-0.11725628871742
227,"-3.04972317927698","0.881731250494861","-0.734016029842945",-3.78373920911993,0.147715220651916
228,"-2.22742554558597","0.633650005305625","-0.486751521711079",-2.71417706729705,0.146898483594546
229,"-1.96090617176961","1.0516319907161","-0.833256534649821",-2.79416270641943,0.218375456066279
230,"-0.834685088541722","1.29002168998443","-0.909672328725313",-1.74435741726704,0.380349361259117
231,"0.0447274880534851","1.40957900083946","-1.01510597793728",-0.970378489883795,0.39447302290218
232,"0.302363553086195","1.5362196800635","-1.05017485127083",-0.747811298184635,0.48604482879267
233,"-0.336867819901273","1.51617660398628","-1.04163228732632",-1.37850010722759,0.47454431665996
234,"-0.399736508223665","1.66268656228813","-1.11191223229698",-1.51164874052065,0.55077432999115
235,"-0.124580402781006","1.67318578526405","-1.13310767330266",-1.25768807608367,0.54007811196139
236,"-0.235746955034826","1.81101270339182","-1.18358748396557",-1.4193344390004,0.62742521942625
237,"-0.126268789271459","1.78840021886774","-1.15860220646557",-1.28487099573703,0.62979801240217
238,"-0.0375585353545161","1.83484708469447","-1.12246935204079",-1.16002788739531,0.71237773265368
239,"0.144787266483878","1.75340611728384","-1.05612126393604",-0.911333997452162,0.6972848533478
240,"-0.296415841298681","2.10774942174606","-1.25137388820472",-1.5477897295034,0.85637553354134
241,"0.0736304954542218","1.68009508548612","-0.903008338000326",-0.829377842546104,0.777086747485794
242,"-0.040545104722933","2.12336494163101","-1.16223794558265",-1.20278305030558,0.96112699604836
243,"-0.0805489342995608","2.84312625192007","-1.58316312114475",-1.66371205544431,1.25996313077532
244,"-0.0643636660334559","2.84312625192007","-1.58316312114475",-1.64752678717821,1.25996313077532
245,"-1.88358741817435","2.74148147205246","-1.50147331660824",-3.38506073478259,1.24000815544422
246,"-1.38240687829734","2.19890164780945","-1.0164934981823",-2.39890037647964,1.18240814962715
247,"-1.69917515081854","2.04798184507463","-0.887633592977341",-2.58680874379588,1.16034825209729
248,"-1.82131882339849","2.18943450701755","-0.953496575483683",-2.77481539888217,1.23593793153387
249,"-2.11278789919963","2.15214516667643","-0.903321230504054",-3.01610912970368,1.24882393617238
