"","Banks$Tone"
"2094",NA
"2095",1
"2096",NA
"2097",0.428571428571429
"2098",NA
"2099",0.5
"2100",1
"2101",1
"2102",0
"2103",0.5
"2104",0
"2105",NA
"2106",NA
"2107",1
"2108",1
"2109",NA
"2110",NA
"2111",1
"2112",0.333333333333333
"2113",-0.5
"2114",1
"2115",-1
"2116",-0.2
"2117",NA
"2118",NA
"2119",NA
"2120",0.333333333333333
"2121",0.666666666666667
"2122",1
"2123",NA
"2124",0
"2125",NA
"2126",-1
"2127",NA
"2128",NA
"2129",0
"2130",NA
"2131",-0.333333333333333
"2132",NA
"2133",-1
"2134",1
"2135",-1
"2136",-0.142857142857143
"2137",NA
"2138",NA
"2139",1
"2140",-1
"2141",0
"2142",0
"2143",NA
"2144",NA
"2145",NA
"2146",NA
"2147",0
"2148",NA
"2149",-1
"2150",-1
"2151",-1
"2152",NA
"2153",1
"2154",NA
"2155",-1
"2156",NA
"2157",-1
"2158",-1
"2159",1
"2160",1
"2161",-1
"2162",-1
"2163",-1
"2164",NA
"2165",0.333333333333333
"2166",0.5
"2167",0.6
"2168",NA
"2169",NA
"2170",0
"2171",0.2
"2172",1
"2173",NA
"2174",NA
"2175",NA
"2176",-1
"2177",-1
"2178",NA
"2179",1
"2180",NA
"2181",-0.818181818181818
"2182",-1
"2183",NA
"2184",-1
"2185",0
"2186",-1
"2187",-0.666666666666667
"2188",-1
"2189",-0.5
"2190",1
"2191",-1
"2192",NA
"2193",NA
"2194",-1
"2195",-1
"2196",-1
"2197",NA
"2198",NA
"2199",-1
"2200",NA
"2201",-1
"2202",NA
"2203",NA
"2204",-1
"2205",NA
"2206",-1
"2207",NA
"2208",1
"2209",NA
"2210",-1
"2211",NA
"2212",0
"2213",-0.5
"2214",0
"2215",-0.333333333333333
"2216",-1
"2217",0.333333333333333
"2218",-1
"2219",-1
"2220",-0.333333333333333
"2221",NA
"2222",NA
"2223",0.6
"2224",0
"2225",0
"2226",NA
"2227",NA
"2228",0
"2229",1
"2230",NA
"2231",-1
"2232",NA
"2233",-0.75
"2234",NA
"2235",-1
"2236",NA
"2237",NA
"2238",-1
"2239",NA
"2240",NA
"2241",NA
"2242",-1
"2243",NA
"2244",NA
"2245",NA
"2246",NA
"2247",NA
"2248",-1
"2249",NA
"2250",-1
"2251",-1
"2252",NA
"2253",NA
"2254",NA
"2255",-0.333333333333333
"2256",1
"2257",NA
"2258",-1
"2259",NA
"2260",NA
"2261",1
"2262",NA
"2263",-1
"2264",NA
"2265",0
"2266",NA
"2267",NA
"2268",-1
"2269",-1
"2270",NA
"2271",NA
"2272",-0.5
"2273",NA
"2274",0.333333333333333
"2275",NA
"2276",-1
"2277",1
"2278",NA
"2279",NA
"2280",NA
"2281",1
"2282",NA
"2283",-1
"2284",NA
"2285",NA
"2286",NA
"2287",-1
"2288",1
"2289",NA
"2290",NA
"2291",NA
"2292",NA
"2293",NA
"2294",NA
"2295",0
"2296",NA
"2297",-1
"2298",NA
"2299",-1
"2300",-1
"2301",NA
"2302",NA
"2303",-1
"2304",1
"2305",0
"2306",NA
"2307",NA
"2308",-1
"2309",NA
"2310",1
"2311",-1
"2312",NA
"2313",0
"2314",NA
"2315",NA
"2316",NA
"2317",NA
"2318",NA
"2319",NA
"2320",1
"2321",-0.111111111111111
"2322",NA
"2323",-0.428571428571429
"2324",0
"2325",-1
"2326",NA
"2327",-0.777777777777778
"2328",-1
"2329",0.333333333333333
"2330",-0.545454545454545
"2331",1
"2332",-1
"2333",-1
"2334",-1
"2335",NA
"2336",NA
"2337",1
"2338",NA
"2339",NA
"2340",1
"2341",1
"2342",-1
"2343",-0.333333333333333
"2344",1
"2345",NA
"2346",NA
"2347",0.333333333333333
"2348",-1
"2349",-1
"2350",0.666666666666667
"2351",0
"2352",NA
"2353",-0.2
"2354",0
"2355",-0.428571428571429
"2356",-1
"2357",1
"2358",-1
"2359",-0.454545454545455
"2360",-0.333333333333333
"2361",0
"2362",0.333333333333333
"2363",0
"2364",0.333333333333333
"2365",-0.8
"2366",0
"2367",NA
"2368",NA
"2369",0
"2370",-1
"2371",1
"2372",0.0909090909090909
"2373",-0.5
"2374",NA
"2375",NA
"2376",-0.6
"2377",NA
"2378",NA
"2379",NA
"2380",-0.2
"2381",1
"2382",1
"2383",NA
"2384",-1
"2385",NA
"2386",-1
"2387",0
"2388",-1
"2389",-1
"2390",-1
"2391",1
"2392",-1
"2393",NA
"2394",NA
"2395",0
"2396",NA
"2397",NA
"2398",0
"2399",NA
"2400",NA
"2401",-0.142857142857143
"2402",NA
"2403",-1
"2404",-0.142857142857143
"2405",NA
"2406",NA
"2407",1
"2408",-0.272727272727273
"2409",NA
"2410",NA
"2411",NA
"2412",-0.666666666666667
"2413",NA
"2414",-0.333333333333333
"2415",1
"2416",1
"2417",-1
"2418",NA
"2419",0
"2420",NA
"2421",-0.6
"2422",-1
"2423",-0.333333333333333
"2424",NA
"2425",NA
"2426",NA
"2427",-0.333333333333333
"2428",NA
"2429",NA
"2430",NA
"2431",0
"2432",NA
"2433",-0.5
"2434",NA
"2435",1
"2436",NA
"2437",NA
"2438",0
"2439",NA
"2440",-0.0909090909090909
"2441",1
"2442",0
"2443",NA
"2444",0
"2445",NA
"2446",1
"2447",NA
"2448",-0.5
"2449",0.285714285714286
"2450",-1
"2451",NA
"2452",-0.6
"2453",1
"2454",-0.111111111111111
"2455",NA
"2456",1
"2457",NA
"2458",-1
"2459",-0.428571428571429
"2460",1
"2461",NA
"2462",0.2
"2463",NA
"2464",1
"2465",NA
"2466",-1
"2467",-0.5
"2468",0.333333333333333
"2469",-0.2
"2470",NA
"2471",0
"2472",-0.4
"2473",0
"2474",-1
"2475",1
"2476",NA
"2477",NA
"2478",1
"2479",NA
"2480",0.333333333333333
"2481",NA
"2482",0
"2483",-0.333333333333333
"2484",NA
"2485",-0.5
"2486",-1
"2487",-0.75
"2488",-1
"2489",NA
"2490",0
"2491",-0.6
"2492",-0.166666666666667
"2493",0
"2494",NA
"2495",NA
"2496",-0.714285714285714
"2497",0
"2498",NA
"2499",-0.6
"2500",-1
"2501",-0.333333333333333
"2502",-0.75
"2503",0.333333333333333
"2504",NA
"2505",-1
"2506",-1
"2507",1
"2508",-1
"2509",0.428571428571429
"2510",NA
"2511",-1
"2512",-0.333333333333333
"2513",NA
"2514",0.2
"2515",0.333333333333333
"2516",NA
"2517",NA
"2518",NA
"2519",NA
"2520",NA
"2521",NA
"2522",NA
"2523",-1
"2524",0
"2525",1
"2526",1
"2527",-1
"2528",-1
"2529",NA
"2530",0.2
"2531",NA
"2532",-1
"2533",-0.5
"2534",NA
"2535",-0.714285714285714
"2536",NA
"2537",1
"2538",NA
"2539",NA
"2540",NA
"2541",NA
"2542",NA
"2543",-0.333333333333333
"2544",1
"2545",1
"2546",-0.8
"2547",-0.5
"2548",NA
"2549",0
"2550",-0.875
"2551",0
"2552",NA
"2553",-0.666666666666667
"2554",0.333333333333333
"2555",-1
"2556",-1
"2557",NA
"2558",0.5
"2559",-0.75
"2560",-0.75
"2561",-1
"2562",0.555555555555556
"2563",-1
"2564",-0.333333333333333
"2565",0.333333333333333
"2566",0
"2567",0.333333333333333
"2568",-1
"2569",1
"2570",0.333333333333333
"2571",NA
"2572",-1
"2573",-0.333333333333333
"2574",-0.333333333333333
"2575",-0.5
"2576",NA
"2577",0.777777777777778
"2578",-0.6
"2579",-1
"2580",NA
"2581",NA
"2582",NA
"2583",NA
"2584",NA
"2585",-0.666666666666667
"2586",NA
"2587",0
"2588",-0.2
"2589",0
"2590",-0.5
"2591",-0.6
"2592",0.142857142857143
"2593",-0.666666666666667
"2594",0.333333333333333
"2595",-1
"2596",0
"2597",NA
"2598",0
"2599",NA
"2600",-0.0588235294117647
"2601",-0.333333333333333
"2602",-0.333333333333333
"2603",NA
"2604",NA
"2605",-0.714285714285714
"2606",-0.333333333333333
"2607",-1
"2608",NA
"2609",-1
"2610",-1
"2611",NA
"2612",1
"2613",-1
"2614",-1
"2615",NA
"2616",-0.5
"2617",1
"2618",0
"2619",NA
"2620",NA
"2621",-0.733333333333333
"2622",-1
"2623",-0.666666666666667
"2624",-1
"2625",NA
"2626",NA
"2627",-1
"2628",NA
"2629",-0.2
"2630",0.428571428571429
"2631",-1
"2632",-1
"2633",-0.4
"2634",0.333333333333333
"2635",0.333333333333333
"2636",-0.2
"2637",-0.5
"2638",1
"2639",1
"2640",-1
"2641",0.333333333333333
"2642",-0.333333333333333
"2643",NA
"2644",0.333333333333333
"2645",NA
"2646",-0.777777777777778
"2647",1
"2648",-1
"2649",1
"2650",-0.777777777777778
"2651",0.5
"2652",-0.5
"2653",NA
"2654",NA
"2655",-1
"2656",0.333333333333333
"2657",-0.5
"2658",1
"2659",-0.428571428571429
"2660",NA
"2661",0.5
"2662",NA
"2663",-1
"2664",1
"2665",0.5
"2666",-1
"2667",1
"2668",-0.2
"2669",-1
"2670",0.333333333333333
"2671",-0.454545454545455
"2672",-0.5
"2673",0
"2674",-0.5
"2675",1
"2676",-1
"2677",0.2
"2678",0
"2679",0
"2680",0.428571428571429
"2681",-1
"2682",-1
"2683",1
"2684",0
"2685",NA
"2686",-0.75
"2687",1
"2688",NA
"2689",NA
"2690",NA
"2691",1
"2692",-0.75
"2693",NA
"2694",NA
"2695",-0.8
"2696",-1
"2697",-0.333333333333333
"2698",NA
"2699",1
"2700",0.333333333333333
"2701",-1
"2702",1
"2703",-1
"2704",0
"2705",NA
"2706",-1
"2707",NA
"2708",NA
"2709",1
"2710",NA
"2711",1
"2712",0.5
"2713",0
"2714",NA
"2715",-1
"2716",NA
"2717",NA
"2718",NA
"2719",1
"2720",NA
"2721",-1
"2722",-0.428571428571429
"2723",1
"2724",1
"2725",NA
"2726",-0.5
"2727",1
"2728",-0.333333333333333
"2729",NA
"2730",-0.2
"2731",0.2
"2732",-0.75
"2733",-0.25
"2734",0.5
"2735",1
"2736",0.333333333333333
"2737",-1
"2738",1
"2739",-1
"2740",-0.2
"2741",NA
"2742",-1
"2743",-0.333333333333333
"2744",-0.5
"2745",-1
"2746",-0.25
"2747",NA
"2748",1
"2749",NA
"2750",-0.428571428571429
"2751",-1
"2752",0
"2753",0
"2754",0
"2755",-1
"2756",1
"2757",NA
"2758",1
"2759",-1
"2760",NA
"2761",-1
"2762",-1
"2763",-0.870967741935484
"2764",-1
"2765",NA
"2766",NA
"2767",NA
"2768",1
"2769",-0.333333333333333
"2770",-0.75
"2771",NA
"2772",NA
"2773",NA
"2774",NA
"2775",0.714285714285714
"2776",-0.666666666666667
"2777",-0.538461538461538
"2778",NA
"2779",-0.230769230769231
"2780",-1
"2781",NA
"2782",1
"2783",-1
"2784",1
"2785",1
"2786",1
"2787",-0.2
"2788",0.5
"2789",-1
"2790",-0.5
"2791",NA
"2792",-0.777777777777778
"2793",0.5
"2794",-1
"2795",1
"2796",-1
"2797",NA
"2798",NA
"2799",-1
"2800",-0.466666666666667
"2801",-1
"2802",NA
"2803",0
"2804",NA
"2805",NA
"2806",0
"2807",NA
"2808",0.6
"2809",-1
"2810",-1
"2811",-1
"2812",0.2
"2813",-0.571428571428571
"2814",-0.538461538461538
"2815",-1
"2816",-1
"2817",0
"2818",-0.5
"2819",-1
"2820",NA
"2821",NA
"2822",-1
"2823",1
"2824",-0.6
"2825",-1
"2826",1
"2827",-0.454545454545455
"2828",-1
"2829",0
"2830",NA
"2831",0
"2832",1
"2833",-0.555555555555556
"2834",-0.333333333333333
"2835",NA
"2836",-1
"2837",1
"2838",-0.428571428571429
"2839",-1
"2840",0.555555555555556
"2841",-0.666666666666667
"2842",0
"2843",NA
"2844",NA
"2845",-1
"2846",-0.333333333333333
"2847",NA
"2848",NA
"2849",-0.294117647058824
"2850",-0.111111111111111
"2851",-0.5
"2852",-0.333333333333333
"2853",-1
"2854",-0.5
"2855",0
"2856",-0.538461538461538
"2857",NA
"2858",NA
"2859",0.333333333333333
"2860",-0.714285714285714
"2861",-0.5
"2862",-1
"2863",-0.333333333333333
"2864",NA
"2865",-1
"2866",0
"2867",NA
"2868",-0.5
"2869",1
"2870",NA
"2871",NA
"2872",1
"2873",-1
"2874",-0.833333333333333
"2875",-0.333333333333333
"2876",-1
"2877",NA
"2878",-0.5
"2879",NA
"2880",-1
"2881",-0.5
"2882",0
"2883",-1
"2884",-0.5
"2885",0.333333333333333
"2886",-0.333333333333333
"2887",-1
"2888",0
"2889",-1
"2890",0
"2891",NA
"2892",0.333333333333333
"2893",NA
"2894",NA
"2895",-1
"2896",NA
"2897",-1
"2898",1
"2899",1
"2900",NA
"2901",-0.4
"2902",0.0769230769230769
"2903",-0.4
"2904",-0.538461538461538
"2905",-0.5
"2906",NA
"2907",NA
"2908",1
"2909",-0.2
"2910",NA
"2911",-0.333333333333333
"2912",NA
"2913",-1
"2914",NA
"2915",-1
"2916",-0.333333333333333
"2917",NA
"2918",NA
"2919",-0.75
"2920",1
"2921",NA
"2922",0
"2923",-0.142857142857143
"2924",-0.75
"2925",-0.6
"2926",-1
"2927",NA
"2928",1
"2929",NA
"2930",NA
"2931",-0.714285714285714
"2932",-1
"2933",NA
"2934",NA
"2935",NA
"2936",0
"2937",0
"2938",NA
"2939",NA
"2940",0
"2941",NA
"2942",NA
"2943",-0.6
"2944",NA
"2945",1
"2946",-1
"2947",1
"2948",NA
"2949",0
"2950",1
"2951",-0.833333333333333
"2952",-1
"2953",-1
"2954",1
"2955",-1
"2956",NA
"2957",0
"2958",-1
"2959",NA
"2960",NA
"2961",NA
"2962",-0.714285714285714
"2963",NA
"2964",-1
"2965",NA
"2966",NA
"2967",NA
"2968",-1
"2969",-0.75
"2970",NA
"2971",-1
"2972",-0.285714285714286
"2973",-1
"2974",-0.25
"2975",1
"2976",0.333333333333333
"2977",-0.5
"2978",NA
"2979",NA
"2980",-0.6
"2981",NA
"2982",NA
"2983",-1
"2984",-1
"2985",NA
"2986",NA
"2987",-0.333333333333333
"2988",0
"2989",NA
"2990",NA
"2991",-0.6
"2992",-1
"2993",-1
"2994",NA
"2995",1
"2996",NA
"2997",1
"2998",-1
"2999",NA
"3000",-1
"3001",NA
"3002",-0.333333333333333
"3003",-1
"3004",-0.428571428571429
"3005",-1
"3006",-0.555555555555556
"3007",NA
"3008",-1
"3009",-1
"3010",-1
"3011",-1
"3012",NA
"3013",NA
"3014",-1
"3015",-0.6
"3016",NA
"3017",NA
"3018",-1
"3019",-0.333333333333333
"3020",-0.333333333333333
"3021",1
"3022",-1
"3023",NA
"3024",-1
"3025",NA
"3026",NA
"3027",NA
"3028",NA
"3029",1
"3030",1
"3031",NA
"3032",0
"3033",-1
"3034",-1
"3035",NA
"3036",-1
"3037",NA
"3038",NA
"3039",NA
"3040",1
"3041",1
"3042",0.263157894736842
"3043",-1
"3044",NA
"3045",NA
"3046",NA
"3047",NA
"3048",0.333333333333333
"3049",1
"3050",0
"3051",-0.142857142857143
"3052",0.6
"3053",-1
"3054",NA
"3055",1
"3056",NA
"3057",NA
"3058",1
"3059",1
"3060",0
"3061",NA
"3062",NA
"3063",-0.230769230769231
"3064",-1
"3065",NA
"3066",NA
"3067",-1
"3068",NA
"3069",1
"3070",NA
"3071",NA
"3072",NA
"3073",NA
"3074",NA
"3075",NA
"3076",NA
"3077",-0.333333333333333
"3078",-0.142857142857143
"3079",NA
"3080",0
"3081",NA
"3082",1
"3083",NA
"3084",0.142857142857143
"3085",NA
"3086",NA
"3087",1
"3088",NA
"3089",NA
"3090",NA
"3091",NA
"3092",NA
"3093",-1
"3094",NA
"3095",NA
"3096",1
"3097",-1
"3098",1
"3099",1
"3100",-0.666666666666667
"3101",0.555555555555556
"3102",-1
"3103",1
"3104",0
"3105",-1
"3106",-1
"3107",-1
"3108",1
"3109",1
"3110",-1
"3111",NA
"3112",1
"3113",-0.5
"3114",1
"3115",-1
"3116",-0.538461538461538
"3117",1
"3118",NA
"3119",NA
"3120",NA
"3121",0
"3122",NA
"3123",NA
"3124",NA
"3125",NA
"3126",1
"3127",NA
"3128",0.714285714285714
"3129",1
"3130",NA
"3131",NA
"3132",NA
"3133",NA
"3134",0
"3135",NA
"3136",NA
"3137",NA
"3138",NA
"3139",-1
"3140",1
"3141",NA
"3142",-0.333333333333333
"3143",1
"3144",NA
"3145",0
"3146",NA
"3147",1
"3148",NA
"3149",0
"3150",NA
"3151",NA
"3152",0
"3153",NA
"3154",NA
"3155",NA
"3156",NA
"3157",-1
"3158",NA
"3159",NA
"3160",-1
"3161",-0.6
"3162",NA
"3163",-0.714285714285714
"3164",NA
"3165",NA
"3166",0
"3167",NA
"3168",1
"3169",NA
"3170",NA
"3171",NA
"3172",1
"3173",NA
"3174",NA
"3175",NA
"3176",-1
"3177",0
"3178",0
"3179",1
"3180",1
"3181",-0.111111111111111
"3182",NA
"3183",-1
"3184",NA
"3185",NA
"3186",-1
"3187",-1
"3188",NA
"3189",NA
"3190",NA
"3191",NA
"3192",NA
"3193",0.333333333333333
"3194",-0.2
"3195",NA
"3196",-1
"3197",NA
"3198",-1
"3199",-1
"3200",0.6
"3201",NA
"3202",0
"3203",1
"3204",NA
"3205",0.666666666666667
"3206",NA
"3207",1
"3208",NA
"3209",-1
"3210",NA
"3211",-0.666666666666667
"3212",1
"3213",NA
"3214",-1
"3215",0
"3216",1
"3217",NA
"3218",NA
"3219",NA
"3220",1
"3221",NA
"3222",-1
"3223",-1
"3224",-1
"3225",1
"3226",1
"3227",NA
"3228",1
"3229",1
"3230",1
"3231",-0.333333333333333
"3232",NA
"3233",-1
"3234",0
"3235",NA
"3236",NA
"3237",1
"3238",1
"3239",NA
"3240",NA
"3241",1
"3242",NA
"3243",NA
"3244",NA
"3245",-1
"3246",0.6
"3247",0.2
"3248",-0.5
"3249",-0.333333333333333
"3250",NA
"3251",NA
"3252",NA
"3253",1
"3254",-1
"3255",-1
"3256",0
"3257",1
"3258",1
"3259",1
"3260",1
"3261",NA
"3262",NA
"3263",NA
"3264",1
"3265",NA
"3266",1
"3267",NA
"3268",NA
"3269",-1
"3270",-1
"3271",NA
"3272",NA
"3273",1
"3274",NA
"3275",0
"3276",NA
"3277",NA
"3278",1
"3279",1
"3280",NA
"3281",NA
"3282",NA
"3283",NA
"3284",NA
"3285",1
"3286",-1
"3287",1
"3288",-1
"3289",NA
"3290",0
"3291",1
"3292",1
"3293",NA
"3294",NA
"3295",NA
"3296",NA
"3297",NA
"3298",1
"3299",NA
"3300",-1
"3301",-1
"3302",NA
"3303",NA
"3304",0.0588235294117647
"3305",NA
"3306",NA
"3307",NA
"3308",NA
"3309",-0.333333333333333
"3310",-1
"3311",NA
"3312",NA
"3313",NA
"3314",0.75
"3315",-0.333333333333333
"3316",NA
"3317",NA
"3318",NA
"3319",NA
"3320",NA
"3321",1
"3322",NA
"3323",NA
"3324",0.714285714285714
"3325",NA
"3326",1
"3327",NA
"3328",NA
"3329",0.714285714285714
"3330",1
"3331",NA
"3332",NA
"3333",-0.5
"3334",0.666666666666667
"3335",0.666666666666667
"3336",NA
"3337",-1
"3338",NA
"3339",NA
"3340",NA
"3341",0.6
"3342",NA
"3343",NA
"3344",1
"3345",NA
"3346",1
"3347",NA
"3348",1
"3349",1
"3350",1
"3351",NA
"3352",-1
"3353",NA
"3354",1
"3355",NA
"3356",NA
"3357",NA
"3358",NA
"3359",NA
"3360",-1
"3361",NA
"3362",NA
"3363",1
"3364",1
"3365",NA
"3366",NA
"3367",NA
"3368",NA
"3369",NA
"3370",NA
"3371",1
"3372",-1
"3373",0
"3374",NA
"3375",0
"3376",NA
"3377",NA
"3378",NA
"3379",NA
"3380",NA
"3381",NA
"3382",1
"3383",NA
"3384",NA
"3385",1
"3386",NA
"3387",NA
"3388",NA
"3389",NA
"3390",NA
"3391",NA
"3392",NA
"3393",NA
"3394",NA
"3395",NA
"3396",NA
"3397",NA
"3398",1
"3399",0
"3400",1
"3401",NA
"3402",NA
"3403",NA
"3404",NA
"3405",NA
"3406",NA
"3407",NA
"3408",1
"3409",NA
"3410",NA
"3411",NA
"3412",NA
"3413",NA
"3414",1
"3415",0.333333333333333
"3416",NA
"3417",NA
"3418",NA
"3419",NA
"3420",NA
"3421",NA
"3422",1
"3423",NA
"3424",-1
"3425",NA
"3426",NA
"3427",0.157894736842105
"3428",0
"3429",-1
"3430",-1
"3431",-1
"3432",NA
"3433",-1
"3434",NA
"3435",NA
"3436",NA
"3437",-1
"3438",-1
"3439",NA
"3440",-0.5
"3441",1
"3442",-1
"3443",NA
"3444",0
"3445",0
"3446",NA
"3447",1
"3448",-1
"3449",NA
"3450",1
"3451",-0.333333333333333
"3452",1
"3453",-1
"3454",-0.25
"3455",NA
"3456",-1
"3457",-1
"3458",-0.777777777777778
"3459",-1
"3460",-1
"3461",-1
"3462",-0.333333333333333
"3463",NA
"3464",NA
"3465",-1
"3466",1
"3467",NA
"3468",1
"3469",NA
"3470",1
"3471",NA
"3472",1
"3473",-1
"3474",-1
"3475",-1
"3476",NA
"3477",-1
"3478",-1
"3479",-1
"3480",NA
"3481",NA
"3482",-0.333333333333333
"3483",-1
"3484",NA
"3485",NA
"3486",NA
"3487",NA
"3488",-1
"3489",NA
"3490",NA
"3491",-1
"3492",-1
"3493",-1
"3494",NA
"3495",NA
"3496",NA
"3497",-1
"3498",-0.818181818181818
"3499",NA
"3500",NA
"3501",-1
"3502",NA
"3503",NA
"3504",-1
"3505",NA
"3506",NA
"3507",NA
"3508",NA
"3509",NA
"3510",NA
"3511",NA
"3512",NA
"3513",NA
"3514",-1
"3515",-0.714285714285714
"3516",NA
"3517",NA
"3518",-1
"3519",NA
"3520",-1
"3521",-1
"3522",NA
"3523",NA
"3524",NA
"3525",NA
"3526",NA
"3527",NA
"3528",NA
"3529",-1
"3530",NA
"3531",NA
"3532",NA
"3533",NA
"3534",NA
"3535",NA
"3536",-1
"3537",NA
"3538",-1
"3539",NA
"3540",NA
"3541",1
"3542",NA
"3543",NA
"3544",0
"3545",NA
"3546",NA
"3547",0.333333333333333
"3548",NA
"3549",1
"3550",NA
"3551",-1
"3552",NA
"3553",NA
"3554",NA
"3555",NA
"3556",NA
"3557",NA
"3558",NA
"3559",NA
"3560",NA
"3561",1
"3562",NA
"3563",NA
"3564",NA
"3565",NA
"3566",-1
"3567",NA
"3568",NA
"3569",NA
"3570",1
"3571",1
"3572",NA
"3573",NA
"3574",1
"3575",NA
"3576",NA
"3577",-1
"3578",NA
"3579",NA
"3580",NA
"3581",NA
"3582",NA
"3583",NA
"3584",NA
"3585",NA
"3586",NA
"3587",NA
"3588",-1
"3589",-1
"3590",NA
"3591",1
"3592",1
"3593",NA
"3594",NA
"3595",NA
"3596",NA
"3597",NA
"3598",NA
"3599",NA
"3600",1
"3601",NA
"3602",1
"3603",NA
"3604",1
"3605",NA
"3606",NA
"3607",NA
"3608",NA
"3609",-1
"3610",NA
"3611",-1
"3612",NA
"3613",-1
"3614",NA
"3615",NA
"3616",NA
"3617",1
"3618",1
"3619",NA
"3620",NA
"3621",NA
"3622",NA
"3623",1
"3624",NA
"3625",NA
"3626",NA
"3627",NA
"3628",1
"3629",1
"3630",NA
"3631",NA
"3632",NA
"3633",NA
"3634",1
"3635",1
"3636",NA
"3637",NA
"3638",1
"3639",1
"3640",1
"3641",NA
"3642",NA
"3643",NA
"3644",1
"3645",NA
"3646",-0.333333333333333
"3647",1
"3648",NA
"3649",NA
"3650",NA
"3651",1
"3652",NA
"3653",1
"3654",NA
"3655",0.333333333333333
"3656",NA
"3657",1
"3658",NA
"3659",NA
"3660",NA
"3661",NA
"3662",NA
"3663",NA
"3664",NA
"3665",NA
"3666",NA
"3667",-1
"3668",NA
"3669",-0.333333333333333
"3670",NA
"3671",NA
"3672",NA
"3673",NA
"3674",NA
"3675",NA
"3676",NA
"3677",NA
"3678",NA
"3679",NA
"3680",NA
"3681",NA
"3682",NA
"3683",NA
"3684",NA
"3685",1
"3686",NA
"3687",NA
"3688",NA
"3689",NA
"3690",NA
"3691",NA
"3692",NA
"3693",NA
"3694",NA
"3695",-1
"3696",NA
"3697",1
"3698",NA
"3699",NA
"3700",NA
"3701",1
"3702",NA
"3703",NA
"3704",-1
"3705",NA
"3706",NA
"3707",1
"3708",NA
"3709",NA
"3710",NA
"3711",NA
"3712",NA
"3713",NA
"3714",NA
"3715",-1
"3716",NA
"3717",NA
"3718",NA
"3719",NA
"3720",-1
"3721",NA
"3722",NA
"3723",NA
"3724",NA
"3725",NA
"3726",NA
"3727",-1
"3728",-1
"3729",-1
"3730",-1
"3731",NA
"3732",-0.333333333333333
"3733",-0.333333333333333
"3734",-1
"3735",-1
"3736",-0.333333333333333
"3737",0
"3738",NA
"3739",NA
"3740",0
"3741",-1
"3742",NA
"3743",0
"3744",-0.333333333333333
"3745",0
"3746",NA
"3747",1
"3748",0.6
"3749",0
"3750",-1
"3751",1
"3752",NA
"3753",1
"3754",1
"3755",NA
"3756",-1
"3757",0.333333333333333
"3758",1
"3759",1
"3760",NA
"3761",NA
"3762",-1
"3763",-1
"3764",NA
"3765",NA
"3766",0
"3767",1
"3768",NA
"3769",-1
"3770",NA
"3771",NA
"3772",NA
"3773",1
"3774",NA
"3775",NA
"3776",NA
"3777",NA
"3778",NA
"3779",NA
"3780",NA
"3781",NA
"3782",NA
"3783",-1
"3784",NA
"3785",NA
"3786",NA
"3787",NA
"3788",-1
"3789",-1
"3790",NA
"3791",1
"3792",NA
"3793",NA
"3794",NA
"3795",NA
"3796",-1
"3797",NA
"3798",NA
"3799",NA
"3800",NA
"3801",NA
"3802",NA
"3803",NA
"3804",-1
"3805",NA
"3806",1
"3807",NA
"3808",-1
"3809",-1
"3810",NA
"3811",NA
"3812",NA
"3813",NA
"3814",NA
"3815",NA
"3816",-1
"3817",NA
"3818",NA
"3819",NA
"3820",1
"3821",NA
"3822",NA
"3823",NA
"3824",-1
"3825",NA
"3826",0
"3827",1
"3828",-1
"3829",1
"3830",NA
"3831",NA
"3832",NA
"3833",NA
"3834",-0.111111111111111
"3835",NA
"3836",NA
"3837",NA
"3838",-1
"3839",NA
"3840",NA
"3841",NA
"3842",NA
"3843",NA
"3844",NA
"3845",NA
"3846",NA
"3847",-1
"3848",NA
"3849",NA
"3850",NA
"3851",NA
"3852",NA
"3853",NA
"3854",NA
"3855",NA
"3856",1
"3857",NA
"3858",NA
"3859",NA
"3860",1
"3861",NA
"3862",-1
"3863",NA
"3864",1
"3865",1
"3866",1
"3867",1
"3868",1
"3869",NA
"3870",0.666666666666667
"3871",NA
"3872",1
"3873",0
"3874",1
"3875",1
"3876",1
"3877",0.333333333333333
"3878",0
"3879",1
"3880",NA
"3881",NA
"3882",0.428571428571429
"3883",1
"3884",1
"3885",NA
"3886",NA
"3887",NA
"3888",-1
"3889",NA
"3890",NA
"3891",0
"3892",-1
"3893",NA
"3894",0
"3895",NA
"3896",0.6
"3897",0.666666666666667
"3898",NA
"3899",NA
"3900",NA
"3901",NA
"3902",-1
"3903",-1
"3904",NA
"3905",1
"3906",NA
"3907",NA
"3908",NA
"3909",NA
"3910",NA
"3911",NA
"3912",0.333333333333333
"3913",NA
"3914",NA
"3915",NA
"3916",NA
"3917",NA
"3918",-1
"3919",NA
"3920",NA
"3921",NA
"3922",-1
"3923",0.5
"3924",NA
"3925",NA
"3926",-1
"3927",-1
"3928",0.333333333333333
"3929",1
"3930",-1
"3931",-1
"3932",NA
"3933",NA
"3934",NA
"3935",NA
"3936",1
"3937",NA
"3938",NA
"3939",0.333333333333333
"3940",1
"3941",NA
"3942",NA
"3943",NA
"3944",1
"3945",NA
"3946",NA
"3947",-1
"3948",NA
"3949",1
"3950",-0.6
"3951",NA
"3952",NA
"3953",1
"3954",NA
"3955",NA
"3956",1
"3957",NA
"3958",NA
"3959",1
"3960",NA
"3961",NA
"3962",NA
