"","Speech_Id","Tone_Household","Tone_Firms","Tone_Banks","Tone_Government"
"1","Johnson, Manuel H.1986-04-26",NA,NA,-1,NA
"2","Johnson, Manuel H.1986-06-04",NA,NA,NA,NA
"3","Johnson, Manuel H.1986-06-04",NA,0,NA,NA
"4","Johnson, Manuel H.1986-06-17",NA,NA,-0.2,NA
"5","Johnson, Manuel H.1986-09-17",NA,NA,NA,-1
"6","Johnson, Manuel H.1986-11-19",NA,NA,0.25,NA
"7","Johnson, Manuel H.1987-02-23",-1,-1,NA,-0.5
"8","Johnson, Manuel H.1987-03-05",-1,-1,1,-1
"9","Johnson, Manuel H.1987-03-24",NA,NA,1,NA
"10","Johnson, Manuel H.1987-04-27",-1,NA,NA,NA
"11","Johnson, Manuel H.1987-05-21",NA,NA,-0.5,NA
"12","Johnson, Manuel H.1987-10-15",1,NA,NA,0
"13","Johnson, Manuel H.1987-11-16",NA,NA,-0.666666666666667,NA
"14","Johnson, Manuel H.1988-02-25",NA,NA,NA,NA
"15","Johnson, Manuel H.1988-03-09",-1,NA,NA,NA
"16","Johnson, Manuel H.1988-03-15",1,-1,-1,NA
"17","Johnson, Manuel H.1988-04-19",NA,NA,0.5,NA
"18","Johnson, Manuel H.1988-05-05",NA,1,NA,0
"19","Johnson, Manuel H.1988-05-26",NA,NA,-1,NA
"20","Johnson, Manuel H.1988-06-11",NA,NA,NA,-0.333333333333333
"21","Johnson, Manuel H.1988-09-08",1,NA,1,NA
"22","Johnson, Manuel H.1988-11-16",NA,NA,1,NA
"23","Johnson, Manuel H.1988-11-18",NA,NA,NA,0
"24","Johnson, Manuel H.1989-01-05",NA,NA,-1,-1
"25","Johnson, Manuel H.1989-01-25",1,-1,NA,-0.333333333333333
"26","Johnson, Manuel H.1989-02-28",NA,0.6,NA,NA
"27","Johnson, Manuel H.1989-04-14",NA,NA,NA,NA
"28","Johnson, Manuel H.1989-04-27",1,-1,NA,-0.333333333333333
"29","Johnson, Manuel H.1989-05-04",NA,NA,-0.25,NA
"30","Johnson, Manuel H.1989-06-06",1,NA,NA,-0.333333333333333
"31","Johnson, Manuel H.1989-06-26",NA,NA,NA,-1
"32","Johnson, Manuel H.1989-09-19",NA,NA,-1,NA
"33","Johnson, Manuel H.1989-09-26",NA,-1,1,NA
"34","Johnson, Manuel H.1989-10-12",1,NA,-1,NA
"35","Johnson, Manuel H.1989-10-25",NA,NA,-0.666666666666667,NA
"36","Johnson, Manuel H.1989-10-31",NA,NA,-1,NA
"37","Johnson, Manuel H.1989-11-16",NA,NA,-1,NA
"38","Johnson, Manuel H.1990-02-22",-1,NA,0.733333333333333,NA
"39","Johnson, Manuel H.1990-03-19",NA,-1,-1,NA
"40","Johnson, Manuel H.1990-04-04",NA,NA,-0.478260869565217,NA
"41","Johnson, Manuel H.1990-05-02",NA,NA,NA,NA
"42","Martin, Preston1982-05-26",NA,NA,-0.2,NA
"43","Martin, Preston1982-06-16",NA,NA,-0.333333333333333,NA
"44","Martin, Preston1982-07-15",NA,NA,0,NA
"45","Martin, Preston1982-09-13",-0.2,0.333333333333333,1,0
"46","Martin, Preston1982-09-16",NA,NA,-0.882352941176471,NA
"47","Martin, Preston1982-10-07",NA,NA,NA,NA
"48","Martin, Preston1982-11-09",0,1,1,NA
"49","Martin, Preston1982-11-19",NA,NA,0,NA
"50","Martin, Preston1982-12-09",NA,1,1,NA
"51","Martin, Preston1983-02-23",NA,NA,-1,NA
"52","Martin, Preston1983-03-17",NA,NA,1,NA
"53","Martin, Preston1983-05-10",1,0,NA,NA
"54","Martin, Preston1983-06-01",0.333333333333333,0,NA,NA
"55","Martin, Preston1983-06-11",NA,NA,0.5,NA
"56","Martin, Preston1983-07-14",1,NA,NA,NA
"57","Martin, Preston1983-09-22",1,NA,NA,NA
"58","Martin, Preston1983-09-28",-1,NA,1,NA
"59","Martin, Preston1983-10-13",NA,NA,NA,1
"60","Martin, Preston1983-12-09",NA,NA,1,NA
"61","Martin, Preston1984-01-10",-0.5,-1,NA,NA
"62","Martin, Preston1984-03-09",NA,NA,0,NA
"63","Martin, Preston1984-03-13",0.333333333333333,1,1,-1
"64","Martin, Preston1984-03-14",NA,NA,NA,-1
"65","Martin, Preston1984-04-04",NA,NA,NA,NA
"66","Martin, Preston1984-04-12",0.142857142857143,1,1,-1
"67","Martin, Preston1984-05-10",1,1,NA,1
"68","Martin, Preston1984-11-06",NA,1,1,0.2
"69","Martin, Preston1985-02-08",0.333333333333333,-1,NA,NA
"70","Martin, Preston1985-03-06",0.666666666666667,-1,NA,NA
"71","Martin, Preston1985-03-20",NA,NA,0,NA
"72","Martin, Preston1985-04-03",NA,NA,1,NA
"73","Martin, Preston1985-04-04",NA,1,-0.8,-1
"74","Martin, Preston1985-04-11",NA,NA,1,NA
"75","Martin, Preston1985-04-16",NA,1,-0.8,-1
"76","Martin, Preston1985-04-23",0.666666666666667,-1,NA,NA
"77","Martin, Preston1985-04-23",NA,NA,-1,-1
"78","Martin, Preston1985-05-02",-1,NA,NA,NA
"79","Martin, Preston1985-05-03",NA,1,-0.6,NA
"80","Martin, Preston1985-05-07",NA,NA,1,1
"81","Martin, Preston1985-05-08",0.5,-1,NA,-1
"82","Martin, Preston1985-05-22",NA,1,1,-0.142857142857143
"83","Martin, Preston1985-05-30",NA,NA,NA,NA
"84","Martin, Preston1985-06-04",NA,1,NA,NA
"85","Martin, Preston1985-07-18",-1,0,NA,0.5
"86","Martin, Preston1985-09-09",-1,1,NA,0.142857142857143
"87","Martin, Preston1985-09-11",NA,-0.333333333333333,1,NA
"88","Martin, Preston1985-10-10",NA,NA,-1,NA
"89","Martin, Preston1985-10-12",1,0,-1,-0.333333333333333
"90","Martin, Preston1985-10-15",1,0.333333333333333,-1,NA
"91","Martin, Preston1985-10-19",NA,NA,0.333333333333333,NA
"92","Martin, Preston1985-10-30",NA,-1,-0.333333333333333,NA
"93","Martin, Preston1985-12-03",1,-1,1,-0.555555555555556
"94","Martin, Preston1985-12-12",1,NA,0,NA
"95","Martin, Preston1986-02-05",NA,NA,0,-1
"96","Martin, Preston1986-03-05",1,NA,-0.333333333333333,-0.666666666666667
"97","Martin, Preston1986-03-11",NA,NA,0.333333333333333,1
"98","Martin, Preston1986-03-19",NA,NA,1,-0.2
"99","Martin, Preston1986-04-09",NA,NA,-0.333333333333333,NA
"100","Mullins, David W.1991-09-04",NA,NA,NA,-1
"101","Mullins, David W.1991-09-11",NA,NA,NA,-1
"102","Mullins, David W.1991-09-26",NA,NA,NA,-1
"103","Mullins, David W.1992-01-23",NA,NA,NA,-1
"104","Mullins, David W.1992-02-06",NA,NA,-1,-1
"105","Mullins, David W.1992-04-28",NA,NA,NA,NA
"106","Mullins, David W.1992-12-16",NA,NA,-1,NA
"107","Mullins, David W.1993-03-04",NA,NA,NA,NA
"108","Mullins, David W.1993-03-17",NA,NA,NA,NA
"109","Mullins, David W.1993-05-19",NA,NA,NA,NA
"110","Mullins, David W.1993-07-28",NA,NA,-1,-1
"111","Mullins, David W.1993-10-19",NA,NA,NA,NA
"112","Schultz, Frederick Henry1979-09-20",-1,NA,NA,NA
"113","Schultz, Frederick Henry1979-10-30",NA,NA,1,-1
"114","Schultz, Frederick Henry1979-11-08",NA,NA,NA,NA
"115","Schultz, Frederick Henry1979-12-13",NA,NA,-1,NA
"116","Schultz, Frederick Henry1979-12-17",NA,NA,1,-1
"117","Schultz, Frederick Henry1980-04-02",-1,NA,NA,NA
"118","Schultz, Frederick Henry1980-04-04",NA,NA,NA,NA
"119","Schultz, Frederick Henry1980-04-17",NA,-1,1,NA
"120","Schultz, Frederick Henry1980-05-23",NA,-1,NA,NA
"121","Schultz, Frederick Henry1980-08-15",1,0.428571428571429,NA,NA
"122","Schultz, Frederick Henry1980-09-23",NA,NA,1,-1
"123","Schultz, Frederick Henry1980-11-20",NA,NA,NA,NA
"124","Schultz, Frederick Henry1981-03-24",NA,NA,0.333333333333333,-1
"125","Schultz, Frederick Henry1981-04-07",NA,1,1,NA
"126","Schultz, Frederick Henry1981-04-28",NA,1,-1,NA
"127","Schultz, Frederick Henry1981-06-23",1,1,-1,NA
"128","Schultz, Frederick Henry1981-09-23",-1,0,1,-0.333333333333333
"129","Schultz, Frederick Henry1981-09-29",NA,NA,NA,NA
"130","Schultz, Frederick Henry1981-12-01",-1,NA,NA,-1
"131","Gramley, Lyle E.1969-02-21",NA,NA,NA,1
"132","Gramley, Lyle E.1980-06-19",NA,1,-1,1
"133","Gramley, Lyle E.1980-07-17",0.2,-1,NA,NA
"134","Gramley, Lyle E.1980-09-04",-1,-1,NA,1
"135","Gramley, Lyle E.1980-09-08",NA,NA,NA,NA
"136","Gramley, Lyle E.1980-09-11",NA,1,NA,0.2
"137","Gramley, Lyle E.1980-11-21",NA,NA,-0.333333333333333,NA
"138","Gramley, Lyle E.1981-03-18",NA,1,NA,-1
"139","Gramley, Lyle E.1981-04-14",NA,NA,NA,NA
"140","Gramley, Lyle E.1981-04-22",NA,NA,-1,NA
"141","Gramley, Lyle E.1981-06-11",NA,NA,0,NA
"142","Gramley, Lyle E.1981-07-08",1,NA,0.2,NA
"143","Gramley, Lyle E.1981-07-27",-1,-1,NA,1
"144","Gramley, Lyle E.1981-10-21",-1,-1,NA,-1
"145","Gramley, Lyle E.1981-10-27",1,-1,-1,-1
"146","Gramley, Lyle E.1982-09-16",NA,-1,NA,-1
"147","Gramley, Lyle E.1983-06-03",NA,0.333333333333333,NA,-1
"148","Gramley, Lyle E.1984-01-12",0.333333333333333,1,NA,0.5
"149","Gramley, Lyle E.1984-03-14",NA,NA,1,NA
"150","Gramley, Lyle E.1984-04-12",-1,1,1,-0.333333333333333
"151","Gramley, Lyle E.1984-06-08",1,NA,1,0
"152","Gramley, Lyle E.1984-06-14",NA,NA,NA,0
"153","Gramley, Lyle E.1985-01-25",1,0.6,NA,0
"154","Gramley, Lyle E.1985-02-26",NA,NA,NA,NA
"155","Gramley, Lyle E.1985-03-27",NA,NA,1,NA
"156","Heller, H. Robert (Heinz Robert), 1940-1986-12-29",NA,NA,NA,NA
"157","Heller, H. Robert (Heinz Robert), 1940-1987-01-22",-1,-1,NA,0
"158","Heller, H. Robert (Heinz Robert), 1940-1987-02-12",NA,-1,NA,-0.5
"159","Heller, H. Robert (Heinz Robert), 1940-1987-03-06",NA,NA,0,NA
"160","Heller, H. Robert (Heinz Robert), 1940-1987-03-24",NA,NA,NA,NA
"161","Heller, H. Robert (Heinz Robert), 1940-1987-03-26",NA,NA,-0.5,NA
"162","Heller, H. Robert (Heinz Robert), 1940-1987-04-08",-1,0,NA,-1
"163","Heller, H. Robert (Heinz Robert), 1940-1987-05-28",1,NA,-1,-1
"164","Heller, H. Robert (Heinz Robert), 1940-1987-06-26",NA,NA,0.5,NA
"165","Heller, H. Robert (Heinz Robert), 1940-1987-08-27",1,NA,NA,NA
"166","Heller, H. Robert (Heinz Robert), 1940-1987-10-15",NA,NA,1,NA
"167","Heller, H. Robert (Heinz Robert), 1940-1987-11-19",NA,NA,-0.333333333333333,NA
"168","Heller, H. Robert (Heinz Robert), 1940-1988-01-29",NA,0,NA,-1
"169","Heller, H. Robert (Heinz Robert), 1940-1988-02-17",NA,NA,0.272727272727273,NA
"170","Heller, H. Robert (Heinz Robert), 1940-1988-04-08",1,-0.2,-1,0
"171","Heller, H. Robert (Heinz Robert), 1940-1988-04-21",NA,1,NA,0
"172","Heller, H. Robert (Heinz Robert), 1940-1988-04-27",NA,NA,NA,NA
"173","Heller, H. Robert (Heinz Robert), 1940-1988-05-09",NA,NA,1,NA
"174","Heller, H. Robert (Heinz Robert), 1940-1988-05-25",NA,NA,-0.5,NA
"175","Heller, H. Robert (Heinz Robert), 1940-1988-06-29",NA,NA,1,NA
"176","Heller, H. Robert (Heinz Robert), 1940-1988-09-09",NA,NA,0,NA
"177","Heller, H. Robert (Heinz Robert), 1940-1988-09-19",NA,NA,NA,NA
"178","Heller, H. Robert (Heinz Robert), 1940-1988-10-06",-1,NA,NA,NA
"179","Heller, H. Robert (Heinz Robert), 1940-1988-10-25",NA,NA,0,NA
"180","Heller, H. Robert (Heinz Robert), 1940-1988-11-02",NA,NA,1,NA
"181","Heller, H. Robert (Heinz Robert), 1940-1988-11-16",NA,NA,-1,NA
"182","Heller, H. Robert (Heinz Robert), 1940-1988-12-05",NA,NA,NA,NA
"183","Heller, H. Robert (Heinz Robert), 1940-1989-02-01",NA,NA,NA,-1
"184","Heller, H. Robert (Heinz Robert), 1940-1989-02-02",1,NA,-1,-1
"185","Heller, H. Robert (Heinz Robert), 1940-1989-03-03",NA,NA,-0.5,NA
"186","Heller, H. Robert (Heinz Robert), 1940-1989-03-08",1,-1,1,-1
"187","Heller, H. Robert (Heinz Robert), 1940-1989-03-23",NA,-1,NA,0
"188","Heller, H. Robert (Heinz Robert), 1940-1989-04-06",NA,NA,NA,NA
"189","Heller, H. Robert (Heinz Robert), 1940-1989-04-11",NA,NA,NA,NA
"190","Heller, H. Robert (Heinz Robert), 1940-1989-05-01",NA,NA,-1,NA
"191","Heller, H. Robert (Heinz Robert), 1940-1989-05-02",NA,0.428571428571429,1,-0.5
"192","Heller, H. Robert (Heinz Robert), 1940-1989-05-17",NA,NA,-1,NA
"193","LaWare, John Patrick, 1928-20041988-09-08",NA,NA,0.2,NA
"194","LaWare, John Patrick, 1928-20041988-11-18",NA,NA,0.625,NA
"195","LaWare, John Patrick, 1928-20041988-12-08",NA,NA,NA,NA
"196","LaWare, John Patrick, 1928-20041989-02-13",NA,NA,-1,NA
"197","LaWare, John Patrick, 1928-20041989-09-14",NA,NA,NA,NA
"198","LaWare, John Patrick, 1928-20041989-09-29",NA,1,0,NA
"199","LaWare, John Patrick, 1928-20041989-10-06",NA,NA,-1,NA
"200","LaWare, John Patrick, 1928-20041989-10-18",NA,NA,NA,NA
"201","LaWare, John Patrick, 1928-20041989-10-24",0.75,NA,-1,NA
"202","LaWare, John Patrick, 1928-20041989-10-31",NA,1,-0.111111111111111,NA
"203","LaWare, John Patrick, 1928-20041990-01-23",NA,NA,NA,-1
"204","LaWare, John Patrick, 1928-20041990-02-16",NA,NA,-1,NA
"205","LaWare, John Patrick, 1928-20041990-03-15",NA,1,0.0909090909090909,NA
"206","LaWare, John Patrick, 1928-20041990-04-08",NA,1,0.2,NA
"207","LaWare, John Patrick, 1928-20041990-04-18",NA,1,0.2,NA
"208","LaWare, John Patrick, 1928-20041990-05-01",NA,1,-0.111111111111111,NA
"209","LaWare, John Patrick, 1928-20041990-05-17",NA,-1,0.1,NA
"210","LaWare, John Patrick, 1928-20041990-05-28",NA,NA,NA,NA
"211","LaWare, John Patrick, 1928-20041990-06-06",NA,NA,-1,NA
"212","LaWare, John Patrick, 1928-20041990-06-06",NA,NA,NA,NA
"213","LaWare, John Patrick, 1928-20041990-06-08",NA,-1,0.0434782608695652,NA
"214","LaWare, John Patrick, 1928-20041990-06-19",NA,-1,-0.166666666666667,NA
"215","LaWare, John Patrick, 1928-20041990-08-02",NA,-1,-0.428571428571429,NA
"216","LaWare, John Patrick, 1928-20041990-08-09",NA,NA,1,NA
"217","LaWare, John Patrick, 1928-20041990-08-22",NA,-1,-0.130434782608696,NA
"218","LaWare, John Patrick, 1928-20041990-10-03",NA,-1,-0.290322580645161,NA
"219","LaWare, John Patrick, 1928-20041990-12-13",NA,NA,NA,NA
"220","LaWare, John Patrick, 1928-20041991-01-28",1,1,NA,NA
"221","LaWare, John Patrick, 1928-20041991-02-25",NA,NA,NA,NA
"222","LaWare, John Patrick, 1928-20041991-02-28",1,NA,-1,NA
"223","LaWare, John Patrick, 1928-20041991-04-10",NA,NA,NA,NA
"224","LaWare, John Patrick, 1928-20041991-04-24",NA,NA,NA,NA
"225","LaWare, John Patrick, 1928-20041991-05-09",1,NA,-0.75,NA
"226","LaWare, John Patrick, 1928-20041991-06-11",NA,NA,NA,NA
"227","LaWare, John Patrick, 1928-20041991-06-12",NA,NA,NA,NA
"228","LaWare, John Patrick, 1928-20041991-06-14",1,NA,-1,1
"229","LaWare, John Patrick, 1928-20041991-08-15",NA,NA,-0.6,NA
"230","LaWare, John Patrick, 1928-20041991-09-20",NA,NA,NA,NA
"231","LaWare, John Patrick, 1928-20041991-09-24",1,NA,0,NA
"232","LaWare, John Patrick, 1928-20041991-10-04",NA,NA,NA,NA
"233","LaWare, John Patrick, 1928-20041991-10-09",NA,NA,1,NA
"234","LaWare, John Patrick, 1928-20041991-10-17",NA,NA,NA,NA
"235","LaWare, John Patrick, 1928-20041991-11-03",1,NA,-1,NA
"236","LaWare, John Patrick, 1928-20041991-11-20",NA,NA,-0.733333333333333,NA
"237","LaWare, John Patrick, 1928-20041992-01-22",0.666666666666667,NA,-1,NA
"238","LaWare, John Patrick, 1928-20041992-01-24",NA,NA,-1,NA
"239","LaWare, John Patrick, 1928-20041992-03-10",NA,NA,-1,NA
"240","LaWare, John Patrick, 1928-20041992-06-10",NA,NA,-0.333333333333333,NA
"241","LaWare, John Patrick, 1928-20041992-06-16",NA,NA,-0.333333333333333,NA
"242","LaWare, John Patrick, 1928-20041992-06-25",NA,NA,0.2,-1
"243","LaWare, John Patrick, 1928-20041992-08-03",NA,NA,-1,NA
"244","LaWare, John Patrick, 1928-20041992-08-13",NA,NA,NA,NA
"245","LaWare, John Patrick, 1928-20041992-09-15",NA,NA,0.2,-1
"246","LaWare, John Patrick, 1928-20041992-09-16",NA,NA,NA,NA
"247","LaWare, John Patrick, 1928-20041992-10-08",1,NA,-1,NA
"248","LaWare, John Patrick, 1928-20041992-10-27",NA,NA,NA,NA
"249","LaWare, John Patrick, 1928-20041992-11-10",NA,NA,0,NA
"250","LaWare, John Patrick, 1928-20041993-02-17",NA,NA,-0.428571428571429,NA
"251","LaWare, John Patrick, 1928-20041993-02-18",NA,NA,-0.714285714285714,0
"252","LaWare, John Patrick, 1928-20041993-02-24",0.555555555555556,NA,NA,NA
"253","LaWare, John Patrick, 1928-20041993-03-17",NA,NA,-1,0
"254","LaWare, John Patrick, 1928-20041993-03-24",NA,NA,NA,NA
"255","LaWare, John Patrick, 1928-20041993-03-26",NA,NA,0.2,-1
"256","LaWare, John Patrick, 1928-20041993-03-30",-0.428571428571429,NA,NA,NA
"257","LaWare, John Patrick, 1928-20041993-04-02",NA,NA,NA,NA
"258","LaWare, John Patrick, 1928-20041993-04-23",1,NA,-1,NA
"259","LaWare, John Patrick, 1928-20041993-06-22",NA,NA,NA,NA
"260","LaWare, John Patrick, 1928-20041993-06-29",NA,NA,-0.714285714285714,NA
"261","LaWare, John Patrick, 1928-20041993-07-09",NA,NA,1,NA
"262","LaWare, John Patrick, 1928-20041993-09-30",NA,1,1,NA
"263","LaWare, John Patrick, 1928-20041993-10-05",NA,NA,NA,NA
"264","LaWare, John Patrick, 1928-20041993-11-09",NA,NA,NA,NA
"265","LaWare, John Patrick, 1928-20041994-01-20",NA,1,0,-1
"266","LaWare, John Patrick, 1928-20041994-02-01",NA,NA,NA,NA
"267","LaWare, John Patrick, 1928-20041994-02-08",NA,NA,NA,NA
"268","LaWare, John Patrick, 1928-20041994-03-04",NA,NA,1,NA
"269","LaWare, John Patrick, 1928-20041994-03-17",NA,NA,1,NA
"270","LaWare, John Patrick, 1928-20041994-04-14",NA,NA,0,NA
"271","LaWare, John Patrick, 1928-20041994-06-13",NA,NA,1,NA
"272","LaWare, John Patrick, 1928-20041994-06-14",NA,1,0,NA
"273","LaWare, John Patrick, 1928-20041994-07-28",1,NA,0.6,NA
"274","LaWare, John Patrick, 1928-20041994-09-05",1,NA,-1,-1
"275","LaWare, John Patrick, 1928-20041994-10-06",1,NA,-1,NA
"276","LaWare, John Patrick, 1928-20041994-11-09",NA,NA,0.5,NA
"277","LaWare, John Patrick, 1928-20041994-11-29",NA,NA,1,NA
"278","LaWare, John Patrick, 1928-20041994-12-13",NA,NA,0.5,NA
"279","LaWare, John Patrick, 1928-20041995-02-14",NA,NA,0.5,NA
"280","Partee, J. Charles, 1927-20071975-10-21",NA,NA,-1,NA
"281","Partee, J. Charles, 1927-20071976-04-08",1,1,NA,0.333333333333333
"282","Partee, J. Charles, 1927-20071976-05-20",1,1,NA,0.5
"283","Partee, J. Charles, 1927-20071976-06-10",NA,NA,-1,NA
"284","Partee, J. Charles, 1927-20071976-12-07",-1,NA,1,NA
"285","Partee, J. Charles, 1927-20071977-03-30",NA,NA,1,-1
"286","Partee, J. Charles, 1927-20071977-05-25",1,NA,0.333333333333333,NA
"287","Partee, J. Charles, 1927-20071977-06-06",NA,NA,NA,-1
"288","Partee, J. Charles, 1927-20071978-03-09",1,-1,NA,NA
"289","Partee, J. Charles, 1927-20071979-02-28",1,NA,0.714285714285714,NA
"290","Partee, J. Charles, 1927-20071979-03-22",-1,NA,1,NA
"291","Partee, J. Charles, 1927-20071979-04-11",NA,NA,-1,NA
"292","Partee, J. Charles, 1927-20071979-05-07",NA,NA,NA,NA
"293","Partee, J. Charles, 1927-20071979-11-01",NA,NA,1,NA
"294","Partee, J. Charles, 1927-20071980-02-20",NA,NA,NA,NA
"295","Partee, J. Charles, 1927-20071980-04-16",1,NA,1,NA
"296","Partee, J. Charles, 1927-20071980-12-04",NA,NA,NA,NA
"297","Partee, J. Charles, 1927-20071981-02-26",NA,NA,NA,NA
"298","Partee, J. Charles, 1927-20071981-04-10",NA,NA,-1,NA
"299","Partee, J. Charles, 1927-20071981-06-04",NA,NA,NA,NA
"300","Partee, J. Charles, 1927-20071982-02-04",1,NA,-0.333333333333333,NA
"301","Partee, J. Charles, 1927-20071982-04-23",NA,NA,NA,NA
"302","Partee, J. Charles, 1927-20071983-04-21",NA,NA,-0.5,NA
"303","Partee, J. Charles, 1927-20071983-09-21",NA,NA,1,NA
"304","Partee, J. Charles, 1927-20071983-10-27",NA,NA,-1,NA
"305","Partee, J. Charles, 1927-20071984-05-03",NA,NA,-0.714285714285714,NA
"306","Partee, J. Charles, 1927-20071985-04-26",NA,NA,NA,NA
"307","Partee, J. Charles, 1927-20071985-06-19",NA,NA,NA,NA
"308","Partee, J. Charles, 1927-20071985-09-11",NA,NA,-0.2,NA
"309","Rice, Emmett John, 1919-20111979-09-12",NA,1,NA,NA
"310","Rice, Emmett John, 1919-20111979-10-05",1,NA,1,NA
"311","Rice, Emmett John, 1919-20111980-04-16",1,NA,-1,NA
"312","Rice, Emmett John, 1919-20111980-05-07",-1,NA,NA,-1
"313","Rice, Emmett John, 1919-20111981-04-25",NA,NA,-0.6,NA
"314","Rice, Emmett John, 1919-20111984-06-21",NA,NA,NA,NA
"315","Rice, Emmett John, 1919-20111985-02-21",1,0.75,NA,1
"316","Rice, Emmett John, 1919-20111985-04-11",NA,NA,NA,NA
"317","Rice, Emmett John, 1919-20111985-05-03",NA,NA,NA,NA
"318","Rice, Emmett John, 1919-20111985-06-25",NA,1,1,NA
"319","Rice, Emmett John, 1919-20111985-06-28",NA,NA,-1,-1
"320","Rice, Emmett John, 1919-20111986-01-28",NA,NA,0,NA
"321","Rice, Emmett John, 1919-20111986-05-30",-1,-0.6,NA,-1
"322","Rice, Emmett John, 1919-20111986-10-30",NA,NA,0.272727272727273,-1
"323","Seger, Martha Romayne, 1932-1984-10-18",NA,1,-0.333333333333333,-1
"324","Seger, Martha Romayne, 1932-1984-11-29",NA,NA,1,-1
"325","Seger, Martha Romayne, 1932-1984-12-05",1,0.5,NA,0
"326","Seger, Martha Romayne, 1932-1985-03-27",NA,1,-1,NA
"327","Seger, Martha Romayne, 1932-1985-06-08",NA,NA,NA,NA
"328","Seger, Martha Romayne, 1932-1985-07-30",NA,NA,NA,NA
"329","Seger, Martha Romayne, 1932-1985-10-29",NA,NA,-1,1
"330","Seger, Martha Romayne, 1932-1986-03-06",NA,NA,-1,NA
"331","Seger, Martha Romayne, 1932-1986-05-14",NA,NA,-1,1
"332","Seger, Martha Romayne, 1932-1986-08-12",1,1,NA,NA
"333","Seger, Martha Romayne, 1932-1986-09-26",NA,NA,-1,NA
"334","Seger, Martha Romayne, 1932-1986-10-10",NA,NA,NA,NA
"335","Seger, Martha Romayne, 1932-1987-04-21",NA,NA,NA,NA
"336","Seger, Martha Romayne, 1932-1987-05-07",NA,1,0.333333333333333,NA
"337","Seger, Martha Romayne, 1932-1988-03-21",1,1,NA,-1
"338","Seger, Martha Romayne, 1932-1988-03-23",1,NA,1,NA
"339","Seger, Martha Romayne, 1932-1989-05-16",NA,NA,-1,NA
"340","Seger, Martha Romayne, 1932-1989-06-07",1,NA,NA,NA
"341","Seger, Martha Romayne, 1932-1989-10-17",1,NA,NA,NA
"342","Seger, Martha Romayne, 1932-1989-12-07",1,NA,NA,NA
"343","Teeters, Nancy H.1979-02-02",1,NA,-1,NA
"344","Teeters, Nancy H.1979-02-20",1,NA,NA,NA
"345","Teeters, Nancy H.1979-03-02",NA,NA,NA,1
"346","Teeters, Nancy H.1979-05-01",1,NA,-1,NA
"347","Teeters, Nancy H.1979-05-24",NA,NA,NA,-1
"348","Teeters, Nancy H.1979-06-05",1,NA,-1,NA
"349","Teeters, Nancy H.1979-09-10",NA,NA,NA,NA
"350","Teeters, Nancy H.1979-11-13",NA,1,-1,1
"351","Teeters, Nancy H.1979-12-21",1,NA,-1,NA
"352","Teeters, Nancy H.1980-04-23",1,NA,-1,NA
"353","Teeters, Nancy H.1980-05-29",NA,NA,1,NA
"354","Teeters, Nancy H.1981-04-30",1,-1,-1,0
"355","Teeters, Nancy H.1981-07-21",1,NA,0,-1
"356","Teeters, Nancy H.1981-10-21",1,NA,0,-1
"357","Teeters, Nancy H.1981-10-29",1,-1,-1,0.272727272727273
"358","Teeters, Nancy H.1981-12-10",1,-1,-1,0.5
"359","Teeters, Nancy H.1983-06-14",NA,NA,1,NA
"360","Teeters, Nancy H.1983-07-27",NA,1,NA,NA
"361","Teeters, Nancy H.1984-02-07",NA,NA,NA,-1
"362","Teeters, Nancy H.1984-03-27",NA,NA,NA,-1
"363","Wallich, Henry Christopher, 1914-19881974-04-18",1,NA,NA,-1
"364","Wallich, Henry Christopher, 1914-19881974-04-23",NA,NA,NA,NA
"365","Wallich, Henry Christopher, 1914-19881974-04-25",NA,NA,NA,NA
"366","Wallich, Henry Christopher, 1914-19881974-05-16",NA,-1,NA,NA
"367","Wallich, Henry Christopher, 1914-19881974-05-30",1,-1,NA,-0.5
"368","Wallich, Henry Christopher, 1914-19881974-06-06",NA,NA,1,NA
"369","Wallich, Henry Christopher, 1914-19881974-07-18",0,1,NA,NA
"370","Wallich, Henry Christopher, 1914-19881974-08-13",NA,NA,NA,NA
"371","Wallich, Henry Christopher, 1914-19881974-08-14",NA,NA,NA,NA
"372","Wallich, Henry Christopher, 1914-19881974-08-22",NA,NA,NA,NA
"373","Wallich, Henry Christopher, 1914-19881974-09-25",NA,-1,-0.333333333333333,-0.428571428571429
"374","Wallich, Henry Christopher, 1914-19881974-10-04",NA,NA,NA,NA
"375","Wallich, Henry Christopher, 1914-19881974-10-08",NA,NA,NA,NA
"376","Wallich, Henry Christopher, 1914-19881974-10-10",1,-1,NA,NA
"377","Wallich, Henry Christopher, 1914-19881974-10-16",0,NA,NA,NA
"378","Wallich, Henry Christopher, 1914-19881974-11-23",NA,NA,NA,NA
"379","Wallich, Henry Christopher, 1914-19881974-11-26",NA,NA,NA,NA
"380","Wallich, Henry Christopher, 1914-19881975-01-06",NA,NA,1,NA
"381","Wallich, Henry Christopher, 1914-19881975-01-27",NA,NA,1,NA
"382","Wallich, Henry Christopher, 1914-19881975-02-28",NA,NA,1,NA
"383","Wallich, Henry Christopher, 1914-19881975-03-05",NA,NA,NA,NA
"384","Wallich, Henry Christopher, 1914-19881975-03-06",NA,NA,-1,NA
"385","Wallich, Henry Christopher, 1914-19881975-04-25",0.636363636363636,NA,NA,NA
