"","Speech_Id","Tone_Household","Tone_Firms","Tone_Banks","Tone_Government"
"2790","Governor Daniel K. Tarullo2012-12-04",1,NA,-0.5,NA
"2791","Governor Jeremy C. Stein2012-11-30",NA,NA,NA,NA
"2792","Governor Daniel K. Tarullo2012-11-28",NA,NA,-0.777777777777778,NA
"2793","Chairman Ben S. Bernanke2012-11-20",0.714285714285714,-0.5,0.5,-1
"2794","Chairman Ben S. Bernanke2012-11-15",0.5,NA,-1,NA
"2795","Vice Chair Janet L. Yellen2012-11-13",-0.333333333333333,NA,1,NA
"2796","Governor Elizabeth A. Duke2012-11-09",1,NA,-1,NA
"2797","Chairman Ben S. Bernanke2012-10-14",0.6,-1,NA,NA
"2798","Governor Jeremy C. Stein2012-10-11",1,1,NA,NA
"2799","Vice Chair Janet L. Yellen2012-10-11",NA,-1,-1,NA
"2800","Governor Daniel K. Tarullo2012-10-10",NA,-1,-0.466666666666667,NA
"2801","Governor Elizabeth A. Duke2012-10-05",0.652173913043478,NA,-1,NA
"2802","Chairman Ben S. Bernanke2012-10-01",0.6,NA,NA,-0.333333333333333
"2803","Chairman Ben S. Bernanke2012-08-31",0.6,NA,0,-1
"2804","Chairman Ben S. Bernanke2012-08-07",NA,NA,NA,NA
"2805","Chairman Ben S. Bernanke2012-08-06",1,NA,NA,NA
"2806","Governor Sarah Bloom Raskin2012-07-23",1,NA,0,NA
"2807","Chairman Ben S. Bernanke2012-07-24",NA,NA,NA,NA
"2808","Governor Elizabeth A. Duke2012-07-20",NA,NA,0.6,NA
"2809","Governor Daniel K. Tarullo2012-06-12",NA,NA,-1,1
"2810","Vice Chair Janet L. Yellen2012-06-06",0,-1,-1,NA
"2811","Governor Elizabeth A. Duke2012-05-15",0.6,NA,-1,NA
"2812","Chairman Ben S. Bernanke2012-05-10",1,NA,0.2,NA
"2813","Governor Daniel K. Tarullo2012-05-02",NA,-1,-0.571428571428571,NA
"2814","Chairman Ben S. Bernanke2012-04-13",NA,NA,-0.538461538461538,NA
"2815","Governor Sarah Bloom Raskin2012-04-11",0.2,1,-1,NA
"2816","Vice Chair Janet L. Yellen2012-04-11",-0.733333333333333,-0.333333333333333,-1,NA
"2817","Governor Daniel K. Tarullo2012-04-10",1,NA,0,NA
"2818","Chairman Ben S. Bernanke2012-04-09",1,1,-0.5,NA
"2819","Governor Elizabeth A. Duke2012-03-27",-1,NA,-1,NA
"2820","Chairman Ben S. Bernanke2012-03-26",0.68,-0.333333333333333,NA,NA
"2821","Chairman Ben S. Bernanke2012-03-23",NA,NA,NA,NA
"2822","Chairman Ben S. Bernanke2012-03-14",1,NA,-1,NA
"2823","Governor Sarah Bloom Raskin2012-03-01",0.333333333333333,0.333333333333333,1,NA
"2824","Chairman Ben S. Bernanke2012-02-16",1,NA,-0.6,NA
"2825","Chairman Ben S. Bernanke2011-02-10",-1,NA,-1,NA
"2826","Governor Elizabeth A. Duke2012-01-16",1,1,1,NA
"2827","Governor Elizabeth A. Duke2012-01-13",1,NA,-0.454545454545455,NA
"2828","Governor Sarah Bloom Raskin2012-01-07",-1,NA,-1,NA
"2829","Governor Sarah Bloom Raskin2012-01-06",1,NA,0,NA
"2830","Governor Elizabeth A. Duke2012-01-06",-0.333333333333333,1,NA,NA
"2831","Chairman Ben S. Bernanke2013-12-16",1,NA,0,NA
"2832","Chairman Ben S. Bernanke2013-12-16",1,NA,1,NA
"2833","Governor Daniel K. Tarullo2013-11-22",NA,NA,-0.555555555555556,1
"2834","Governor Jerome H. Powell2013-11-21",1,NA,-0.333333333333333,NA
"2835","Chairman Ben S. Bernanke2013-11-19",1,1,NA,-1
"2836","Chairman Ben S. Bernanke2013-11-14",NA,1,-1,NA
"2837","Chairman Ben S. Bernanke2013-11-13",NA,NA,1,NA
"2838","Chairman Ben S. Bernanke2013-11-08",1,NA,-0.428571428571429,NA
"2839","Governor Jeremy C. Stein2013-11-07",NA,NA,-1,NA
"2840","Governor Jerome H. Powell2013-11-04",NA,NA,0.555555555555556,NA
"2841","Governor Daniel K. Tarullo2013-10-18",NA,-1,-0.666666666666667,NA
"2842","Governor Jeremy C. Stein2013-10-18",NA,NA,0,NA
"2843","Chairman Ben S. Bernanke2013-10-14",NA,NA,NA,NA
"2844","Governor Jerome H. Powell2013-10-11",1,NA,NA,-1
"2845","Governor Jeremy C. Stein2013-10-04",NA,NA,-1,NA
"2846","Governor Jerome H. Powell2013-10-03",NA,NA,-0.333333333333333,NA
"2847","Chairman Ben S. Bernanke2013-10-02",NA,NA,NA,NA
"2848","Governor Jeremy C. Stein2013-09-26",1,NA,NA,NA
"2849","Governor Daniel K. Tarullo2013-09-20",-1,-1,-0.294117647058824,NA
"2850","Governor Sarah Bloom Raskin2013-07-17",0,NA,-0.111111111111111,NA
"2851","Chairman Ben S. Bernanke2013-07-10",NA,NA,-0.5,NA
"2852","Governor Jerome H. Powell2013-07-02",1,NA,-0.333333333333333,NA
"2853","Governor Jeremy C. Stein2013-06-28",1,NA,-1,NA
"2854","Governor Jerome H. Powell2013-06-27",-0.5,NA,-0.5,-1
"2855","Governor Sarah Bloom Raskin2013-06-06",NA,1,0,NA
"2856","Vice Chair Janet L. Yellen2013-06-02",NA,NA,-0.538461538461538,NA
"2857","Chairman Ben S. Bernanke2013-06-02",NA,NA,NA,NA
"2858","Chairman Ben S. Bernanke2013-05-18",NA,NA,NA,NA
"2859","Governor Sarah Bloom Raskin2013-05-16",1,-0.333333333333333,0.333333333333333,NA
"2860","Chairman Ben S. Bernanke2013-05-10",1,NA,-0.714285714285714,NA
"2861","Governor Elizabeth A. Duke2013-05-09",1,NA,-0.5,NA
"2862","Governor Daniel K. Tarullo2013-05-03",NA,-1,-1,NA
"2863","Governor Jeremy C. Stein2013-04-19",NA,NA,-0.333333333333333,1
"2864","Governor Sarah Bloom Raskin2013-04-18",0,NA,NA,NA
"2865","Governor Jeremy C. Stein2013-04-17",NA,NA,-1,NA
"2866","Vice Chair Janet L. Yellen2013-04-16",-1,1,0,NA
"2867","Chairman Ben S. Bernanke2013-04-12",-0.5,NA,NA,NA
"2868","Chairman Ben S. Bernanke2013-04-08",0,-1,-0.5,NA
"2869","Vice Chair Janet L. Yellen2013-04-04",1,NA,1,NA
"2870","Chairman Ben S. Bernanke2013-04-04",NA,NA,NA,NA
"2871","Chairman Ben S. Bernanke2013-03-25",NA,NA,NA,NA
"2872","Governor Sarah Bloom Raskin2013-03-22",0.666666666666667,1,1,NA
"2873","Governor Elizabeth A. Duke2013-03-08",0.333333333333333,NA,-1,NA
"2874","Governor Jerome H. Powell2013-03-04",1,-1,-0.833333333333333,NA
"2875","Vice Chair Janet L. Yellen2013-03-02",0.777777777777778,0,-0.333333333333333,NA
"2876","Chairman Ben S. Bernanke2013-03-01",NA,NA,-1,NA
"2877","Governor Sarah Bloom Raskin2013-02-28",NA,NA,NA,NA
"2878","Governor Daniel K. Tarullo2013-02-22",NA,NA,-0.5,1
"2879","Governor Jerome H. Powell2013-02-21",NA,NA,NA,-1
"2880","Vice Chair Janet L. Yellen2013-02-11",0.5,0,-1,-0.333333333333333
"2881","Governor Jeremy C. Stein2013-02-07",NA,NA,-0.5,NA
"2882","Governor Elizabeth A. Duke2013-02-05",-0.333333333333333,NA,0,NA
"2883","Vice Chair Janet L. Yellen2013-01-04",1,NA,-1,NA
"2884","Governor Lael Brainard2014-12-03",0,NA,-0.5,NA
"2885","Governor Lael Brainard2014-12-02",1,NA,0.333333333333333,NA
"2886","Governor Daniel K. Tarullo2014-11-20",NA,NA,-0.333333333333333,NA
"2887","Governor Jerome H. Powell2014-11-14",NA,NA,-1,NA
"2888","Governor Daniel K. Tarullo2014-11-07",1,NA,0,NA
"2889","Chair Janet L. Yellen2014-11-07",NA,1,-1,0.333333333333333
"2890","Governor Jerome H. Powell2014-11-06",NA,NA,0,NA
"2891","Chair Janet L. Yellen2014-10-30",NA,NA,NA,NA
"2892","Governor Daniel K. Tarullo2014-10-20",NA,NA,0.333333333333333,NA
"2893","Governor Jerome H. Powell2014-10-20",NA,NA,NA,NA
"2894","Chair Janet L. Yellen2014-10-17",1,NA,NA,1
"2895","Vice Chairman Stanley Fischer2014-10-11",NA,1,-1,NA
"2896","Governor Jerome H. Powell2014-09-30",1,NA,NA,NA
"2897","Governor Jerome H. Powell2014-09-23",NA,NA,-1,NA
"2898","Chair Janet L. Yellen2014-09-18",NA,NA,1,NA
"2899","Governor Jerome H. Powell2014-09-04",NA,NA,1,NA
"2900","Chair Janet L. Yellen2014-08-22",-0.125,-0.6,NA,NA
"2901","Vice Chairman Stanley Fischer2014-08-11",NA,-0.2,-0.4,-0.333333333333333
"2902","Vice Chairman Stanley Fischer2014-07-10",1,NA,0.0769230769230769,NA
"2903","Chair Janet L. Yellen2014-07-02",1,1,-0.4,1
"2904","Governor Daniel K. Tarullo2014-06-25",1,-1,-0.538461538461538,NA
"2905","Governor Daniel K. Tarullo2014-06-09",1,NA,-0.5,NA
"2906","Governor Jerome H. Powell2014-06-06",1,NA,NA,NA
"2907","Chair Janet L. Yellen2014-05-21",NA,NA,NA,NA
"2908","Chair Janet L. Yellen2014-05-15",-1,NA,1,NA
"2909","Governor Daniel K. Tarullo2014-05-08",1,NA,-0.2,NA
"2910","Governor Jeremy C. Stein2014-05-06",NA,NA,NA,-1
"2911","Chair Janet L. Yellen2014-05-01",1,-1,-0.333333333333333,NA
"2912","Chair Janet L. Yellen2014-04-16",0,1,NA,NA
"2913","Chair Janet L. Yellen2014-04-15",NA,NA,-1,NA
"2914","Governor Daniel K. Tarullo2014-04-09",-0.142857142857143,0.272727272727273,NA,NA
"2915","Chair Janet L. Yellen2014-03-31",-0.454545454545455,1,-1,NA
"2916","Governor Daniel K. Tarullo2014-03-27",NA,NA,-0.333333333333333,NA
"2917","Chair Janet L. Yellen2014-03-25",1,NA,NA,NA
"2918","Governor Jeremy C. Stein2014-03-24",NA,NA,NA,NA
"2919","Governor Jeremy C. Stein2014-03-21",-1,-1,-0.75,NA
"2920","Chair Janet L. Yellen2014-03-05",NA,NA,1,NA
"2921","Governor Jeremy C. Stein2014-02-28",NA,NA,NA,NA
"2922","Governor Daniel K. Tarullo2014-02-25",1,NA,0,-1
"2923","Chairman Ben S. Bernanke2014-01-03",0.333333333333333,0,-0.142857142857143,-0.333333333333333
"2924","Governor Jeremy C. Stein2014-01-03",NA,NA,-0.75,NA
"2925","Vice Chairman Stanley Fischer2015-12-03",NA,1,-0.6,NA
"2926","Chair Janet L. Yellen2015-12-02",0.384615384615385,1,-1,0
"2927","Governor Daniel K. Tarullo2015-12-02",NA,NA,NA,NA
"2928","Governor Lael Brainard2015-12-01",1,1,1,NA
"2929","Governor Jerome H. Powell2015-11-20",NA,NA,NA,NA
"2930","Vice Chairman Stanley Fischer2015-11-19",NA,-1,NA,NA
"2931","Governor Daniel K. Tarullo2015-11-17",NA,NA,-0.714285714285714,NA
"2932","Governor Jerome H. Powell2015-11-17",NA,NA,-1,NA
"2933","Vice Chairman Stanley Fischer2015-11-12",1,-1,NA,NA
"2934","Chair Janet L. Yellen2015-11-12",NA,NA,NA,NA
"2935","Governor Lael Brainard2015-11-06",1,1,NA,NA
"2936","Governor Daniel K. Tarullo2015-11-05",NA,NA,0,NA
"2937","Vice Chairman Stanley Fischer2015-11-04",NA,NA,0,1
"2938","Chair Janet L. Yellen2015-10-20",NA,NA,NA,NA
"2939","Governor Jerome H. Powell2015-10-20",NA,NA,NA,NA
"2940","Governor Lael Brainard2015-10-19",NA,NA,0,1
"2941","Governor Lael Brainard2015-10-12",0.333333333333333,0,NA,NA
"2942","Vice Chairman Stanley Fischer2015-10-11",0.5,1,NA,NA
"2943","Vice Chairman Stanley Fischer2015-10-02",1,NA,-0.6,NA
"2944","Governor Lael Brainard2015-09-30",NA,1,NA,NA
"2945","Chair Janet L. Yellen2015-09-30",NA,NA,1,NA
"2946","Governor Daniel K. Tarullo2015-09-28",NA,-1,-1,NA
"2947","Chair Janet L. Yellen2015-09-24",0.6,0,1,-1
"2948","Vice Chairman Stanley Fischer2015-08-29",0,1,NA,NA
"2949","Governor Jerome H. Powell2015-08-03",NA,NA,0,NA
"2950","Chair Janet L. Yellen2015-07-10",0.375,0.5,1,-1
"2951","Governor Lael Brainard2015-07-09",1,-1,-0.833333333333333,NA
"2952","Governor Lael Brainard2015-07-01",NA,NA,-1,NA
"2953","Vice Chairman Stanley Fischer2015-06-30",1,1,-1,NA
"2954","Governor Jerome H. Powell2015-06-25",NA,NA,1,NA
"2955","Vice Chairman Stanley Fischer2015-06-24",NA,-1,-1,NA
"2956","Governor Lael Brainard2015-06-02",0.333333333333333,0,NA,NA
"2957","Vice Chairman Stanley Fischer2015-06-01",NA,1,0,0
"2958","Vice Chairman Stanley Fischer2015-05-26",1,1,-1,NA
"2959","Chair Janet L. Yellen2015-05-22",0,0.2,NA,NA
"2960","Vice Chairman Stanley Fischer2015-05-21",NA,1,NA,1
"2961","Governor Jerome H. Powell2015-05-14",NA,NA,NA,NA
"2962","Chair Janet L. Yellen2015-05-06",1,NA,-0.714285714285714,NA
"2963","Governor Daniel K. Tarullo2015-05-04",NA,NA,NA,NA
"2964","Governor Daniel K. Tarullo2015-04-30",1,NA,-1,NA
"2965","Governor Jerome H. Powell2015-04-08",1,-0.333333333333333,NA,NA
"2966","Governor Lael Brainard2015-04-02",-0.6,NA,NA,NA
"2967","Chair Janet L. Yellen2015-04-02",NA,NA,NA,NA
"2968","Vice Chairman Stanley Fischer2015-03-30",NA,NA,-1,NA
"2969","Vice Chairman Stanley Fischer2015-03-27",NA,NA,-0.75,NA
"2970","Chair Janet L. Yellen2015-03-27",0.5,0.333333333333333,NA,1
"2971","Vice Chairman Stanley Fischer2015-03-23",1,-0.333333333333333,-1,NA
"2972","Chair Janet L. Yellen2015-03-03",1,NA,-0.285714285714286,NA
"2973","Vice Chairman Stanley Fischer2015-02-27",1,NA,-1,NA
"2974","Governor Jerome H. Powell2015-02-18",1,1,-0.25,NA
"2975","Governor Jerome H. Powell2015-02-09",NA,NA,1,NA
"2976","Governor Jerome H. Powell2015-02-04",NA,NA,0.333333333333333,NA
"2977","Governor Daniel K. Tarullo2015-01-30",NA,NA,-0.5,NA
"2978","Governor Jerome H. Powell2015-01-20",1,NA,NA,NA
"2979","Chair Janet L. Yellen2016-12-19",1,NA,NA,NA
"2980","Governor Daniel K. Tarullo2016-12-02",1,-1,-0.6,NA
"2981","Governor Lael Brainard2016-12-02",1,NA,NA,NA
"2982","Governor Jerome H. Powell2016-11-30",1,1,NA,NA
"2983","Governor Jerome H. Powell2016-11-29",0,0,-1,NA
"2984","Vice Chairman Stanley Fischer2016-11-21",1,0,-1,NA
"2985","Governor Jerome H. Powell2016-11-18",NA,-1,NA,NA
"2986","Governor Lael Brainard2016-11-17",NA,NA,NA,NA
"2987","Vice Chairman Stanley Fischer2016-11-15",NA,NA,-0.333333333333333,NA
"2988","Vice Chairman Stanley Fischer2016-11-11",1,NA,0,NA
"2989","Vice Chairman Stanley Fischer2016-11-04",-1,-1,NA,NA
"2990","Governor Jerome H. Powell2016-10-24",NA,NA,NA,NA
"2991","Governor Daniel K. Tarullo2016-10-21",1,NA,-0.6,NA
"2992","Vice Chairman Stanley Fischer2016-10-17",-1,0.428571428571429,-1,0.6
"2993","Chair Janet L. Yellen2016-10-14",0.333333333333333,-1,-1,NA
"2994","Vice Chairman Stanley Fischer2016-10-09",0.666666666666667,0,NA,NA
"2995","Governor Lael Brainard2016-10-07",NA,NA,1,NA
"2996","Vice Chairman Stanley Fischer2016-10-05",NA,0.5,NA,NA
"2997","Chair Janet L. Yellen2016-09-29",NA,NA,1,NA
"2998","Governor Jerome H. Powell2016-09-29",NA,NA,-1,NA
"2999","Vice Chairman Stanley Fischer2016-09-27",NA,NA,NA,NA
"3000","Governor Daniel K. Tarullo2016-09-26",1,NA,-1,NA
"3001","Governor Lael Brainard2016-09-12",0.0769230769230769,0.2,NA,NA
"3002","Chair Janet L. Yellen2016-08-26",1,1,-0.333333333333333,NA
"3003","Vice Chairman Stanley Fischer2016-08-21",0,0.142857142857143,-1,NA
"3004","Governor Daniel K. Tarullo2016-07-12",NA,NA,-0.428571428571429,NA
"3005","Governor Jerome H. Powell2016-06-28",1,0.25,-1,NA
"3006","Vice Chairman Stanley Fischer2016-06-22",1,NA,-0.555555555555556,NA
"3007","Governor Jerome H. Powell2016-06-21",NA,NA,NA,NA
"3008","Chair Janet L. Yellen2016-06-06",0.764705882352941,0.25,-1,NA
"3009","Governor Lael Brainard2016-06-03",1,NA,-1,NA
"3010","Governor Jerome H. Powell2016-05-26",0.75,0,-1,NA
"3011","Governor Daniel K. Tarullo2016-05-20",1,NA,-1,NA
"3012","Vice Chairman Stanley Fischer2016-05-19",NA,NA,NA,NA
"3013","Governor Lael Brainard2016-04-14",1,NA,NA,NA
"3014","Chair Janet L. Yellen2016-03-29",0.846153846153846,1,-1,NA
"3015","Governor Lael Brainard2016-03-07",1,-0.333333333333333,-0.6,NA
"3016","Vice Chairman Stanley Fischer2016-03-07",NA,-0.333333333333333,NA,NA
"3017","Governor Lael Brainard2016-02-26",0,-1,NA,NA
"3018","Governor Jerome H. Powell2016-02-26",1,NA,-1,NA
"3019","Vice Chairman Stanley Fischer2016-02-23",1,1,-0.333333333333333,NA
"3020","Vice Chairman Stanley Fischer2016-02-10",NA,NA,-0.333333333333333,NA
"3021","Vice Chairman Stanley Fischer2016-02-01",1,1,1,NA
"3022","Vice Chairman Stanley Fischer2016-01-03",1,-1,-1,1
"3023","Governor Lael Brainard2017-12-13",1,NA,NA,NA
"3024","Vice Chair for Supervision Randal K. Quarles2017-11-30",NA,NA,-1,NA
"3025","Governor Lael Brainard2017-11-16",NA,NA,NA,NA
"3026","Governor Lael Brainard2017-11-15",1,NA,NA,NA
"3027","Chair Janet L. Yellen2017-11-07",NA,NA,NA,NA
"3028","Governor Jerome H. Powell2017-11-02",NA,NA,NA,NA
"3029","Chair Janet L. Yellen2017-10-20",1,NA,1,NA
"3030","Governor Jerome H. Powell2017-10-18",NA,NA,1,NA
"3031","Chair Janet L. Yellen2017-10-15",0.666666666666667,NA,NA,NA
"3032","Governor Lael Brainard2017-10-12",1,NA,0,NA
"3033","Governor Jerome H. Powell2017-10-12",NA,NA,-1,NA
"3034","Governor Jerome H. Powell2017-10-05",NA,NA,-1,NA
"3035","Chair Janet L. Yellen2017-10-04",NA,NA,NA,NA
"3036","Vice Chairman Stanley Fischer2017-09-28",NA,NA,-1,NA
"3037","Governor Lael Brainard2017-09-27",1,1,NA,NA
"3038","Chair Janet L. Yellen2017-09-26",0.714285714285714,0.5,NA,NA
"3039","Governor Lael Brainard2017-09-26",0.6,1,NA,NA
"3040","Governor Lael Brainard2017-09-05",0.6,1,1,NA
"3041","Governor Jerome H. Powell2017-08-30",NA,NA,1,NA
"3042","Chair Janet L. Yellen2017-08-25",1,0,0.263157894736842,NA
"3043","Vice Chairman Stanley Fischer2017-07-31",1,1,-1,NA
"3044","Governor Lael Brainard2017-07-28",NA,NA,NA,NA
"3045","Governor Lael Brainard2017-07-13",1,1,NA,NA
"3046","Governor Lael Brainard2017-07-11",1,1,NA,NA
"3047","Vice Chairman Stanley Fischer2017-07-06",NA,0.142857142857143,NA,NA
"3048","Governor Jerome H. Powell2017-07-06",NA,NA,0.333333333333333,NA
"3049","Vice Chairman Stanley Fischer2017-06-27",NA,NA,1,NA
"3050","Governor Jerome H. Powell2017-06-26",NA,NA,0,NA
"3051","Governor Jerome H. Powell2017-06-23",NA,NA,-0.142857142857143,NA
"3052","Vice Chairman Stanley Fischer2017-06-20",1,NA,0.6,NA
"3053","Governor Jerome H. Powell2017-06-01",1,0,-1,NA
"3054","Governor Lael Brainard2017-05-30",0.333333333333333,0,NA,NA
"3055","Governor Lael Brainard2017-05-22",0,NA,1,NA
"3056","Chair Janet L. Yellen2017-05-05",0.5,-1,NA,NA
"3057","Vice Chairman Stanley Fischer2017-05-05",NA,NA,NA,NA
"3058","Governor Lael Brainard2017-04-28",NA,NA,1,NA
"3059","Governor Jerome H. Powell2017-04-20",NA,1,1,NA
"3060","Vice Chairman Stanley Fischer2017-04-19",NA,NA,0,NA
"3061","Vice Chairman Stanley Fischer2017-04-17",1,1,NA,NA
"3062","Governor Jerome H. Powell2017-04-05",NA,NA,NA,NA
"3063","Governor Daniel K. Tarullo2017-04-04",1,NA,-0.230769230769231,NA
"3064","Governor Jerome H. Powell2017-03-28",NA,-1,-1,NA
"3065","Chair Janet L. Yellen2017-03-28",0.142857142857143,NA,NA,NA
"3066","Chair Janet L. Yellen2017-03-23",NA,NA,NA,NA
"3067","Chair Janet L. Yellen2017-03-03",0.6,NA,-1,NA
"3068","Vice Chairman Stanley Fischer2017-03-03",NA,NA,NA,NA
"3069","Governor Jerome H. Powell2017-03-03",NA,NA,1,NA
"3070","Governor Lael Brainard2017-03-01",0.333333333333333,NA,NA,1
"3071","Governor Jerome H. Powell2017-02-22",1,0.333333333333333,NA,NA
"3072","Vice Chairman Stanley Fischer2017-02-11",0,NA,NA,NA
"3073","Chair Janet L. Yellen2017-01-19",0.636363636363636,0,NA,NA
"3074","Chair Janet L. Yellen2017-01-18",1,NA,NA,NA
"3075","Governor Lael Brainard2017-01-17",1,NA,NA,0.714285714285714
"3076","Chair Janet L. Yellen2017-01-12",1,NA,NA,NA
"3077","Governor Jerome H. Powell2017-01-07",1,-1,-0.333333333333333,NA
"3078","Governor Lael Brainard2018-12-07",-0.333333333333333,1,-0.142857142857143,-1
"3079","Chairman Jerome H. Powell2018-12-06",1,NA,NA,NA
"3080","Vice Chair for Supervision Randal K. Quarles2018-12-05",NA,NA,0,NA
"3081","Governor Lael Brainard2018-12-03",NA,1,NA,NA
"3082","Chairman Jerome H. Powell2018-12-03",1,1,1,NA
"3083","Governor Lael Brainard2018-12-03",NA,NA,NA,NA
"3084","Chairman Jerome H. Powell2018-11-28",1,NA,0.142857142857143,NA
"3085","Vice Chairman Richard H. Clarida2018-11-27",1,1,NA,NA
"3086","Vice Chair for Supervision Randal K. Quarles2018-11-16",NA,NA,NA,NA
"3087","Governor Lael Brainard2018-11-13",1,NA,1,NA
"3088","Vice Chair for Supervision Randal K. Quarles2018-11-09",NA,NA,NA,NA
"3089","Vice Chairman Richard H. Clarida2018-10-25",1,1,NA,NA
"3090","Vice Chair for Supervision Randal K. Quarles2018-10-18",1,1,NA,NA
"3091","Governor Lael Brainard2018-10-17",NA,NA,NA,NA
"3092","Governor Lael Brainard2018-10-15",NA,NA,NA,NA
"3093","Vice Chair for Supervision Randal K. Quarles2018-10-04",NA,0,-1,NA
"3094","Governor Lael Brainard2018-10-03",NA,NA,NA,NA
"3095","Chairman Jerome H. Powell2018-10-02",0.466666666666667,-1,NA,NA
"3096","Chairman Jerome H. Powell2018-09-27",NA,NA,1,NA
"3097","Governor Lael Brainard2018-09-12",0.75,1,-1,-1
"3098","Chairman Jerome H. Powell2018-08-24",0.857142857142857,NA,1,NA
"3099","Vice Chair for Supervision Randal K. Quarles2018-07-19",NA,NA,1,NA
"3100","Vice Chair for Supervision Randal K. Quarles2018-07-18",NA,-1,-0.666666666666667,NA
"3101","Vice Chair for Supervision Randal K. Quarles2018-06-27",NA,NA,0.555555555555556,NA
"3102","Chairman Jerome H. Powell2018-06-20",0.6,1,-1,1
"3103","Governor Lael Brainard2018-05-31",1,1,1,1
"3104","Chairman Jerome H. Powell2018-05-25",NA,1,0,NA
"3105","Governor Lael Brainard2018-05-18",NA,NA,-1,NA
"3106","Vice Chair for Supervision Randal K. Quarles2018-05-16",NA,NA,-1,NA
"3107","Governor Lael Brainard2018-05-15",NA,NA,-1,1
"3108","Chairman Jerome H. Powell2018-05-08",NA,NA,1,NA
"3109","Vice Chair for Supervision Randal K. Quarles2018-05-04",NA,NA,1,NA
"3110","Governor Lael Brainard2018-04-19",1,NA,-1,NA
"3111","Governor Lael Brainard2018-04-17",NA,1,NA,NA
"3112","Chairman Jerome H. Powell2018-04-06",0.882352941176471,0.333333333333333,1,NA
"3113","Governor Lael Brainard2018-04-03",-1,NA,-0.5,1
"3114","Vice Chair for Supervision Randal K. Quarles2018-03-26",1,0.5,1,NA
"3115","Governor Lael Brainard2018-03-06",1,NA,-1,1
"3116","Vice Chair for Supervision Randal K. Quarles2018-03-05",NA,NA,-0.538461538461538,NA
"3117","Vice Chair for Supervision Randal K. Quarles2018-02-26",NA,NA,1,NA
"3118","Vice Chair for Supervision Randal K. Quarles2018-02-26",1,0.111111111111111,NA,NA
"3119","Vice Chair for Supervision Randal K. Quarles2018-02-22",0.6,0,NA,NA
"3120","Chairman Jerome H. Powell2018-02-13",1,NA,NA,NA
"3121","Vice Chair for Supervision Randal K. Quarles2018-01-19",NA,NA,0,NA
"3122","Governor Lael Brainard2019-12-18",NA,NA,NA,NA
"3123","Governor Lael Brainard2019-11-26",1,1,NA,-1
"3124","Chairman Jerome H. Powell2019-11-25",1,NA,NA,NA
"3125","Vice Chairman Richard H. Clarida2019-11-14",1,0,NA,NA
"3126","Vice Chair for Supervision Randal K. Quarles2019-11-14",NA,NA,1,NA
"3127","Vice Chairman Richard H. Clarida2019-11-12",1,NA,NA,NA
"3128","Governor Lael Brainard2019-11-08",NA,NA,0.714285714285714,NA
"3129","Vice Chair for Supervision Randal K. Quarles2019-11-01",1,0,1,1
"3130","Vice Chairman Richard H. Clarida2019-11-01",1,NA,NA,NA
"3131","Governor Michelle W. Bowman2019-10-21",NA,NA,NA,NA
"3132","Vice Chairman Richard H. Clarida2019-10-18",1,NA,NA,NA
"3133","Governor Michelle W. Bowman2019-10-17",NA,NA,NA,NA
"3134","Governor Lael Brainard2019-10-16",NA,NA,0,NA
"3135","Chairman Jerome H. Powell2019-10-09",1,NA,NA,NA
"3136","Chairman Jerome H. Powell2019-10-08",1,-1,NA,NA
"3137","Chairman Jerome H. Powell2019-10-07",NA,NA,NA,NA
"3138","Chairman Jerome H. Powell2019-10-04",1,NA,NA,NA
"3139","Vice Chair for Supervision Randal K. Quarles2019-10-03",NA,NA,-1,NA
"3140","Governor Michelle W. Bowman2019-10-01",NA,NA,1,NA
"3141","Vice Chairman Richard H. Clarida2019-10-01",NA,NA,NA,NA
"3142","Vice Chair for Supervision Randal K. Quarles2019-09-27",0,NA,-0.333333333333333,NA
"3143","Vice Chair for Supervision Randal K. Quarles2019-09-26",NA,NA,1,NA
"3144","Vice Chairman Richard H. Clarida2019-09-26",0.833333333333333,0,NA,NA
"3145","Vice Chair for Supervision Randal K. Quarles2019-09-05",NA,NA,0,NA
"3146","Governor Michelle W. Bowman2019-09-04",NA,NA,NA,NA
"3147","Chairman Jerome H. Powell2019-08-23",0.777777777777778,NA,1,1
"3148","Vice Chair for Supervision Randal K. Quarles2019-08-20",NA,1,NA,NA
"3149","Governor Lael Brainard2019-08-05",NA,NA,0,NA
"3150","Chairman Jerome H. Powell2019-07-16",1,NA,NA,NA
"3151","Governor Lael Brainard2019-07-11",1,NA,NA,NA
"3152","Vice Chair for Supervision Randal K. Quarles2019-07-09",NA,NA,0,NA
"3153","Chairman Jerome H. Powell2019-07-09",NA,NA,NA,NA
"3154","Vice Chairman Richard H. Clarida2019-07-01",0.714285714285714,-1,NA,NA
"3155","Chairman Jerome H. Powell2019-06-25",1,NA,NA,NA
"3156","Governor Michelle W. Bowman2019-06-25",NA,NA,NA,NA
"3157","Governor Lael Brainard2019-06-21",1,1,-1,NA
"3158","Vice Chairman Richard H. Clarida2019-06-05",NA,NA,NA,NA
"3159","Chairman Jerome H. Powell2019-06-04",1,NA,NA,NA
"3160","Vice Chair for Supervision Randal K. Quarles2019-06-03",NA,NA,-1,NA
"3161","Vice Chair for Supervision Randal K. Quarles2019-05-30",NA,NA,-0.6,NA
